No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
224, GB02-000709, Handbook of Glass Properties, 1986, v. 001  p. 0068, 49.78, , , 21.51, 28.71, 2696.0, , 
225, GB02-000710, Handbook of Glass Properties, 1986, v. 001  p. 0068, 50.01, , , 16.64, 33.35, 2663.0, , 
226, GB02-000711, Handbook of Glass Properties, 1986, v. 001  p. 0068, 49.19, , , 25.03, 25.77, 2710.0, , 
227, GB02-000712, Handbook of Glass Properties, 1986, v. 001  p. 0068, 47.78, , , 47.23, 4.98, 2867.0, , 
228, GB02-000713, Handbook of Glass Properties, 1986, v. 001  p. 0068, 48.76, , , 23.88, 27.35, 2717.0, , 
229, GB02-000714, Handbook of Glass Properties, 1986, v. 001  p. 0068, 48.71, , , 22.37, 28.92, 2697.0, , 
230, GB02-000715, Handbook of Glass Properties, 1986, v. 001  p. 0068, 46.92, , , 46.11, 6.96, 2859.0, , 
231, GB02-000716, Handbook of Glass Properties, 1986, v. 001  p. 0068, 46.54, , , 37.33, 16.13, 2794.0, , 
232, GB02-000717, Handbook of Glass Properties, 1986, v. 001  p. 0068, 47.09, , , 13.24, 39.66, 2654.0, , 
233, GB02-000718, Handbook of Glass Properties, 1986, v. 001  p. 0068, 45.5, , , 46.99, 7.51, 2863.0, , 
234, GB02-000719, Handbook of Glass Properties, 1986, v. 001  p. 0068, 46.18, , , 18.48, 35.34, 2681.0, , 
235, GB02-000720, Handbook of Glass Properties, 1986, v. 001  p. 0068, 46.52, , , 9.76, 43.72, 2630.0, , 
236, GB02-000721, Handbook of Glass Properties, 1986, v. 001  p. 0068, 45.66, , , 10.86, 43.48, 2640.0, , 
237, GB02-000722, Handbook of Glass Properties, 1986, v. 001  p. 0068, 44.05, , , 47.23, 8.72, 2874.0, , 
238, GB02-000723, Handbook of Glass Properties, 1986, v. 001  p. 0068, 44.21, , , 42.09, 13.69, 2837.0, , 
239, GB02-000724, Handbook of Glass Properties, 1986, v. 001  p. 0068, 43.65, , , 51.86, 4.48, 2902.0, , 
240, GB02-000725, Handbook of Glass Properties, 1986, v. 001  p. 0068, 44.91, , , 21.37, 33.72, 2703.0, , 
241, GB02-000726, Handbook of Glass Properties, 1986, v. 001  p. 0068, 44.18, , , 34.26, 21.56, 2784.0, , 
242, GB02-000727, Handbook of Glass Properties, 1986, v. 001  p. 0068, 40.3, , , 34.04, 25.66, 2800.0, , 
243, GB02-000728, Handbook of Glass Properties, 1986, v. 001  p. 0068, 37.48, , , 24.98, 37.54, 2742.0, , 
244, GB02-001232, Handbook of Glass Properties, 1986, v. 001  p. 0081, 50.32, 2.86, , , 46.82, 2561.0, , 
245, GB02-001233, Handbook of Glass Properties, 1986, v. 001  p. 0081, 50.57, 7.0, , , 42.43, 2550.0, , 
246, GB02-001234, Handbook of Glass Properties, 1986, v. 001  p. 0081, 50.86, 6.71, , , 42.43, 2548.0, , 
247, GB02-001235, Handbook of Glass Properties, 1986, v. 001  p. 0081, 50.89, 9.57, , , 39.54, 2541.0, , 
248, GB02-001236, Handbook of Glass Properties, 1986, v. 001  p. 0081, 50.95, 4.88, , , 44.17, 2553.0, , 
249, GB02-001237, Handbook of Glass Properties, 1986, v. 001  p. 0081, 55.25, 9.83, , , 34.92, 2518.0, , 
250, GB02-001238, Handbook of Glass Properties, 1986, v. 001  p. 0081, 55.56, 6.94, , , 37.5, 2526.0, , 
251, GB02-001239, Handbook of Glass Properties, 1986, v. 001  p. 0081, 55.66, 9.68, , , 34.66, 2516.0, , 
252, GB02-001240, Handbook of Glass Properties, 1986, v. 001  p. 0081, 55.8, 2.88, , , 41.32, 2536.0, , 
253, GB02-001241, Handbook of Glass Properties, 1986, v. 001  p. 0081, 55.94, 4.83, , , 39.23, 2530.0, , 
254, GB02-001242, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.45, 9.84, , , 29.71, 2490.0, , 
255, GB02-001243, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.68, 4.86, , , 34.46, 2503.0, , 
256, GB02-001244, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.76, 2.82, , , 36.42, 2511.0, , 
257, GB02-001245, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.78, 1.09, , , 38.13, 2517.0, , 
258, GB02-001246, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.88, 9.59, , , 29.53, 2489.0, , 
259, GB02-001247, Handbook of Glass Properties, 1986, v. 001  p. 0081, 60.97, 6.57, , , 32.46, 2498.0, , 
260, GB02-001248, Handbook of Glass Properties, 1986, v. 001  p. 0081, 64.78, 1.02, , , 34.2, 2492.0, , 
261, GB02-001249, Handbook of Glass Properties, 1986, v. 001  p. 0081, 65.1, 9.96, , , 24.94, 2462.0, , 
262, GB02-001250, Handbook of Glass Properties, 1986, v. 001  p. 0081, 65.7, 4.75, , , 29.55, 2475.0, , 
263, GB02-001251, Handbook of Glass Properties, 1986, v. 001  p. 0081, 65.88, 9.43, , , 24.69, 2458.0, , 
264, GB02-001252, Handbook of Glass Properties, 1986, v. 001  p. 0081, 65.9, 2.87, , , 31.23, 2483.0, , 
265, GB02-001253, Handbook of Glass Properties, 1986, v. 001  p. 0081, 65.92, 2.41, , , 31.67, 2481.0, , 
266, GB02-001254, Handbook of Glass Properties, 1986, v. 001  p. 0081, 66.36, 2.03, , , 31.61, 2481.0, , 
267, GB02-001255, Handbook of Glass Properties, 1986, v. 001  p. 0081, 67.21, 4.45, , , 28.34, 2465.0, , 
268, GB02-001256, Handbook of Glass Properties, 1986, v. 001  p. 0081, 67.75, 2.95, , , 29.3, 2468.0, , 
269, GB02-001257, Handbook of Glass Properties, 1986, v. 001  p. 0081, 68.1, 6.75, , , 25.15, 2454.0, , 
270, GB02-001258, Handbook of Glass Properties, 1986, v. 001  p. 0081, 68.78, 5.77, , , 25.45, 2453.0, , 
271, GB02-001259, Handbook of Glass Properties, 1986, v. 001  p. 0081, 69.99, 0.97, , , 29.04, 2461.0, , 
272, GB02-001260, Handbook of Glass Properties, 1986, v. 001  p. 0081, 70.11, 2.03, , , 27.86, 2457.0, , 
273, GB02-001261, Handbook of Glass Properties, 1986, v. 001  p. 0081, 70.3, 4.86, , , 24.84, 2445.0, , 
274, GB02-001262, Handbook of Glass Properties, 1986, v. 001  p. 0081, 70.63, 4.92, , , 24.45, 2443.0, , 
275, GB02-001263, Handbook of Glass Properties, 1986, v. 001  p. 0081, 70.84, 2.85, , , 26.31, 2451.0, , 
276, GB02-001264, Handbook of Glass Properties, 1986, v. 001  p. 0081, 70.88, 6.49, , , 22.63, 2434.0, , 
277, GB02-001265, Handbook of Glass Properties, 1986, v. 001  p. 0081, 71.08, 9.32, , , 19.6, 2421.0, , 
278, GB02-001266, Handbook of Glass Properties, 1986, v. 001  p. 0081, 73.15, 0.98, , , 25.87, 2440.0, , 
279, GB02-001267, Handbook of Glass Properties, 1986, v. 001  p. 0081, 73.81, 4.69, , , 21.5, 2418.0, , 
280, GB02-001268, Handbook of Glass Properties, 1986, v. 001  p. 0081, 74.75, 0.98, , , 24.27, 2428.0, , 
281, GB02-001269, Handbook of Glass Properties, 1986, v. 001  p. 0081, 74.88, 3.0, , , 22.12, 2416.0, , 
282, GB02-001270, Handbook of Glass Properties, 1986, v. 001  p. 0081, 74.95, 1.07, , , 23.98, 2423.0, , 
283, GB02-001271, Handbook of Glass Properties, 1986, v. 001  p. 0081, 74.98, 2.0, , , 23.02, 2419.0, , 
284, GB02-001272, Handbook of Glass Properties, 1986, v. 001  p. 0081, 75.21, 5.12, , , 19.67, 2403.0, , 
285, GB02-001273, Handbook of Glass Properties, 1986, v. 001  p. 0081, 75.48, 4.82, , , 19.7, 2402.0, , 
286, GB02-001274, Handbook of Glass Properties, 1986, v. 001  p. 0081, 75.61, 2.85, , , 21.54, 2412.0, , 
287, GB02-001275, Handbook of Glass Properties, 1986, v. 001  p. 0081, 77.71, 0.93, , , 21.36, 2401.0, , 
288, GB02-001276, Handbook of Glass Properties, 1986, v. 001  p. 0081, 62.1, 5.1, , , 32.8, 2497.0, , 
289, GB02-001277, Handbook of Glass Properties, 1986, v. 001  p. 0081, 56.3, 14.1, , , 29.6, 2497.0, , 
290, GB02-001278, Handbook of Glass Properties, 1986, v. 001  p. 0081, 51.5, 21.6, , , 26.9, 2503.0, , 
291, GB06-001279, Handbook of Glass Properties, 1986, v. 001  p. 0081, 46.7, 28.0, , , 25.3, 2502.0, , 
292, GB06-001280, Handbook of Glass Properties, 1986, v. 001  p. 0081, 44.9, 33.0, , , 22.1, 2503.0, , 
293, GB06-001281, Handbook of Glass Properties, 1986, v. 001  p. 0081, 42.6, 35.5, , , 21.9, 2498.0, , 
294, GB06-001282, Handbook of Glass Properties, 1986, v. 001  p. 0081, 39.9, 38.3, , , 21.8, 2503.0, , 
295, GB06-001283, Handbook of Glass Properties, 1986, v. 001  p. 0081, 38.8, 40.4, , , 20.8, 2505.0, , 
296, GB03-001738, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 47.8, 2.2, , 2777.0, , 
297, GB03-001739, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 45.6, 4.4, , 2879.0, , 
298, GB03-001740, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 36.5, 13.5, , 2820.0, , 
299, GB03-001741, Handbook of Glass Properties, 1986, v. 001  p. 0091, 44.0, , 32.7, 23.3, , 2920.0, , 
300, GB03-001742, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 31.7, 18.3, , 2835.0, , 
301, GB03-001743, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 25.0, 25.0, , 2854.0, , 
302, GB03-001744, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 21.7, 28.3, , 2858.0, , 
303, GB03-001745, Handbook of Glass Properties, 1986, v. 001  p. 0091, 40.8, , 20.3, 38.9, , 2967.0, , 
304, GB03-001746, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 19.7, 30.3, , 2872.0, , 
305, GB03-001747, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 14.4, 35.6, , 2881.0, , 
306, GB03-001748, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 8.4, 41.6, , 2892.0, , 
307, GB03-001749, Handbook of Glass Properties, 1986, v. 001  p. 0091, 44.2, , 4.9, 50.9, , 2953.0, , 
308, GB03-001750, Handbook of Glass Properties, 1986, v. 001  p. 0091, 50.0, , 2.8, 47.2, , 2899.0, , 
309, GB06-001786, Handbook of Glass Properties, 1986, v. 001  p. 0093, 62.92, 11.77, 25.31, , , 2558.0, , 
310, GB06-001787, Handbook of Glass Properties, 1986, v. 001  p. 0093, 65.89, 15.4, 18.7, , , 2519.0, , 
311, GB06-001788, Handbook of Glass Properties, 1986, v. 001  p. 0093, 67.78, 13.72, 18.5, , , 2497.0, , 
312, GB06-001789, Handbook of Glass Properties, 1986, v. 001  p. 0093, 69.62, 12.06, 18.31, , , 2481.0, , 
313, GB06-001790, Handbook of Glass Properties, 1986, v. 001  p. 0093, 69.4, 14.37, 16.23, , , 2487.0, , 
314, GB06-001791, Handbook of Glass Properties, 1986, v. 001  p. 0093, 68.69, 15.56, 15.75, , , 2500.0, , 
315, GB06-001792, Handbook of Glass Properties, 1986, v. 001  p. 0093, 69.39, 15.6, 15.0, , , 2487.0, , 
316, GB06-001793, Handbook of Glass Properties, 1986, v. 001  p. 0093, 71.27, 13.89, 14.84, , , 2469.0, , 
317, GB06-001794, Handbook of Glass Properties, 1986, v. 001  p. 0093, 71.57, 14.99, 13.43, , , 2465.0, , 
318, GB06-001795, Handbook of Glass Properties, 1986, v. 001  p. 0093, 73.04, 14.34, 12.62, , , 2452.0, , 
319, GB06-001796, Handbook of Glass Properties, 1986, v. 001  p. 0093, 69.15, 19.4, 11.45, , , 2498.0, , 
320, GB06-001797, Handbook of Glass Properties, 1986, v. 001  p. 0093, 72.99, 15.81, 11.2, , , 2456.0, , 
321, GB06-001798, Handbook of Glass Properties, 1986, v. 001  p. 0093, 76.67, 12.38, 10.96, , , 2410.0, , 
322, GB03-002809, Handbook of Glass Properties, 1986, v. 001  p. 0093, 18.92, 40.64, , 40.44, , 2847.0, , 
323, GB03-002810, Handbook of Glass Properties, 1986, v. 001  p. 0093, 24.5, 36.1, , 39.4, , 2827.0, , 
324, GB03-002811, Handbook of Glass Properties, 1986, v. 001  p. 0093, 35.0, 27.5, , 37.5, , 2805.0, , 
325, GB03-002812, Handbook of Glass Properties, 1986, v. 001  p. 0093, 46.5, 16.3, , 37.2, , 2800.0, , 
326, GB03-002813, Handbook of Glass Properties, 1986, v. 001  p. 0093, 44.5, 19.7, , 35.8, , 2760.0, , 
327, GB03-002814, Handbook of Glass Properties, 1986, v. 001  p. 0093, 53.25, 12.51, , 34.23, , 2763.0, , 
328, GB03-002815, Handbook of Glass Properties, 1986, v. 001  p. 0093, 47.6, 19.1, , 33.3, , 2772.0, , 
329, GB03-002816, Handbook of Glass Properties, 1986, v. 001  p. 0093, 61.2, 6.0, , 32.8, , 2728.0, , 
330, GB03-002817, Handbook of Glass Properties, 1986, v. 001  p. 0093, 65.0, 2.9, , 32.1, , 2661.0, , 
331, GB03-002818, Handbook of Glass Properties, 1986, v. 001  p. 0093, 41.2, 29.4, , 29.4, , 2754.0, , 
332, GB03-002819, Handbook of Glass Properties, 1986, v. 001  p. 0093, 48.8, 21.9, , 29.3, , 2735.0, , 
333, GB03-002820, Handbook of Glass Properties, 1986, v. 001  p. 0093, 44.4, 27.8, , 27.8, , 2735.0, , 
334, GB03-002821, Handbook of Glass Properties, 1986, v. 001  p. 0093, 49.4, 23.4, , 27.2, , 2720.0, , 
335, GB03-002822, Handbook of Glass Properties, 1986, v. 001  p. 0093, 42.1, 31.6, , 26.3, , 2748.0, , 
336, GB03-002823, Handbook of Glass Properties, 1986, v. 001  p. 0093, 47.4, 26.3, , 26.3, , 2722.0, , 
337, GB03-002824, Handbook of Glass Properties, 1986, v. 001  p. 0093, 46.2, 28.2, , 25.6, , 2731.0, , 
338, GB03-002825, Handbook of Glass Properties, 1986, v. 001  p. 0093, 48.1, 26.6, , 25.3, , 2714.0, , 
339, GB03-002826, Handbook of Glass Properties, 1986, v. 001  p. 0093, 50.0, 25.0, , 25.0, , 2704.0, , 
340, GB03-002827, Handbook of Glass Properties, 1986, v. 001  p. 0093, 53.6, 22.0, , 24.4, , 2686.0, , 
341, GB03-002828, Handbook of Glass Properties, 1986, v. 001  p. 0093, 57.1, 19.1, , 23.8, , 2661.0, , 
342, GB03-002829, Handbook of Glass Properties, 1986, v. 001  p. 0093, 60.5, 16.3, , 23.2, , 2641.0, , 
343, GB03-002830, Handbook of Glass Properties, 1986, v. 001  p. 0093, 50.6, 26.6, , 22.8, , 2700.0, , 
344, GB03-002831, Handbook of Glass Properties, 1986, v. 001  p. 0093, 54.6, 22.7, , 22.7, , 2671.0, , 
345, GB03-002832, Handbook of Glass Properties, 1986, v. 001  p. 0093, 63.7, 13.6, , 22.7, , 2623.0, , 
346, GB03-002833, Handbook of Glass Properties, 1986, v. 001  p. 0093, 66.7, 11.1, , 22.2, , 2593.0, , 
347, GB03-002834, Handbook of Glass Properties, 1986, v. 001  p. 0093, 58.4, 20.8, , 20.8, , 2640.0, , 
348, GB03-002835, Handbook of Glass Properties, 1986, v. 001  p. 0093, 51.3, 28.2, , 20.5, , 2688.0, , 
349, GB03-002836, Handbook of Glass Properties, 1986, v. 001  p. 0093, 60.0, 20.0, , 20.0, , 2624.0, , 
350, GB03-002837, Handbook of Glass Properties, 1986, v. 001  p. 0093, 61.6, 19.2, , 19.2, , 2605.0, , 
351, GJ02-003982, Glass Science and Technology, 1983, v. 056  p. 0281, 65.0, , , , 35.0, 2419.0, , 
352, GJ02-003984, Glass Science and Technology, 1983, v. 056  p. 0281, 70.0, , , , 30.0, 2459.0, , 
353, GJ02-003986, Glass Science and Technology, 1983, v. 056  p. 0281, 75.0, , , , 25.0, 2419.0, , 
354, GJ06-005415, J. American Ceramic Soc., 1970, v. 053  p. 0005, 50.0, 13.0, , , 37.0, 2510.0, , 
355, GJ06-005417, J. American Ceramic Soc., 1970, v. 053  p. 0005, 55.0, 15.0, , , 30.0, 2470.0, , 
356, GJ02-005450, J. Ceramic Soc. Japan, 1985, v. 093  p. 0013, 80.0, , , , 20.0, 2410.0, , 
357, GI02-008256, Proc. ICG, 1980, v. 012  p. 0385, 60.0, 10.0, , , 30.0, 2501.0, , 
358, GJ03-008306, Glass Science and Technology, 1978, v. 051  p. 0008, 82.0, , , 8.0, 10.0, 2405.0, , 
359, GJ03-008307, Glass Science and Technology, 1978, v. 051  p. 0008, 78.5, , , 8.0, 13.5, 2421.0, , 
360, GJ03-008308, Glass Science and Technology, 1978, v. 051  p. 0008, 76.0, , , 8.0, 16.0, 2455.0, , 
361, GJ03-008309, Glass Science and Technology, 1978, v. 051  p. 0008, 73.0, , , 8.0, 19.0, 2449.0, , 
362, GJ03-008310, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 8.0, 21.5, 2502.0, , 
363, GJ03-008311, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 11.0, 18.5, 2548.0, , 
364, GJ03-008312, Glass Science and Technology, 1978, v. 051  p. 0008, 80.0, , , 10.0, 10.0, 2423.0, , 
365, GJ03-008313, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 25.0, 4.5, 2563.0, , 
366, GJ03-008314, Glass Science and Technology, 1978, v. 051  p. 0008, 76.5, , , 13.5, 10.0, 2470.0, , 
367, GJ03-008315, Glass Science and Technology, 1978, v. 051  p. 0008, 65.0, , , 25.0, 10.0, 2622.0, , 
368, GJ03-008316, Glass Science and Technology, 1978, v. 051  p. 0008, 72.5, , , 17.5, 10.0, 2526.0, , 
369, GJ03-008317, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 17.5, 12.0, 2528.0, , 
370, GJ03-008318, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 19.5, 10.0, 2548.0, , 
371, GJ03-008319, Glass Science and Technology, 1978, v. 051  p. 0008, 70.5, , , 22.0, 7.5, 2567.0, , 
372, GJ03-008320, Glass Science and Technology, 1978, v. 051  p. 0008, 78.5, , , 11.5, 10.0, 2444.0, , 
373, GJ03-008321, Glass Science and Technology, 1978, v. 051  p. 0008, 75.0, , , 15.0, 10.0, 2490.0, , 
374, GJ03-008322, Glass Science and Technology, 1978, v. 051  p. 0008, 62.5, , , 27.5, 10.0, 2667.0, , 
375, GJ03-008323, Glass Science and Technology, 1978, v. 051  p. 0008, 74.7, , , 9.5, 15.8, 2497.0, , 
376, GJ03-008324, Glass Science and Technology, 1978, v. 051  p. 0008, 70.2, , , 18.6, 11.2, 2548.0, , 
377, GJ02-008382, Glass Science and Technology, 1979, v. 052  p. 0127, 73.83, , , 10.69, 15.47, 2496.0, , 
378, GJ02-008383, Glass Science and Technology, 1979, v. 052  p. 0127, 73.83, , , 10.69, 15.47, 2494.0, , 
379, GJ02-008405, Glass Science and Technology, 1981, v. 054  p. 0089, 75.0, , , , 25.0, 2430.0, , 
380, GJ06-008535, Glass Science and Technology, 1986, v. 059  p. 0189, 60.0, 10.0, , 30.0, , 2690.0, , 
381, GJ06-008539, Glass Science and Technology, 1986, v. 059  p. 0189, 60.0, 10.0, 30.0, , , 2610.0, , 
382, GJ06-008542, Glass Science and Technology, 1986, v. 059  p. 0053, 40.0, 10.0, , 50.0, , 2950.0, , 
383, GJ06-008543, Glass Science and Technology, 1986, v. 059  p. 0053, 40.0, 10.0, 50.0, , , 2840.0, , 
384, GJ06-008546, Glass Science and Technology, 1986, v. 059  p. 0053, 40.0, 15.0, , 45.0, , 2870.0, , 
385, GJ06-008549, Glass Science and Technology, 1986, v. 059  p. 0053, 45.0, 10.0, , 45.0, , 2880.0, , 
386, GJ06-008550, Glass Science and Technology, 1986, v. 059  p. 0053, 45.0, 10.0, 45.0, , , 2780.0, , 
387, GJ06-008553, Glass Science and Technology, 1986, v. 059  p. 0053, 45.0, 15.0, , 40.0, , 2830.0, , 
388, GJ06-008554, Glass Science and Technology, 1986, v. 059  p. 0053, 45.0, 15.0, 40.0, , , 2770.0, , 
389, GJ06-008555, Glass Science and Technology, 1986, v. 059  p. 0053, 45.0, 20.0, , 35.0, , 2780.0, , 
390, GJ06-008558, Glass Science and Technology, 1986, v. 059  p. 0053, 50.0, 10.0, , 40.0, , 2810.0, , 
391, GJ06-008559, Glass Science and Technology, 1986, v. 059  p. 0053, 50.0, 10.0, 40.0, , , 2720.0, , 
392, GJ06-008562, Glass Science and Technology, 1986, v. 059  p. 0053, 50.0, 15.0, , 35.0, , 2770.0, , 
393, GJ06-008565, Glass Science and Technology, 1986, v. 059  p. 0053, 55.0, 5.0, , 40.0, , 2810.0, , 
394, GJ06-008566, Glass Science and Technology, 1986, v. 059  p. 0053, 55.0, 5.0, 40.0, , , 2670.0, , 
395, GJ06-008569, Glass Science and Technology, 1986, v. 059  p. 0053, 55.0, 10.0, , 35.0, , 2750.0, , 
396, GJ06-008570, Glass Science and Technology, 1986, v. 059  p. 0053, 55.0, 10.0, 35.0, , , 2660.0, , 
397, GJ06-008573, Glass Science and Technology, 1986, v. 059  p. 0053, 55.0, 15.0, , 30.0, , 2720.0, , 
398, GJ06-008576, Glass Science and Technology, 1986, v. 059  p. 0053, 60.0, 10.0, , 30.0, , 2690.0, , 
399, GJ06-008577, Glass Science and Technology, 1986, v. 059  p. 0053, 60.0, 10.0, 30.0, , , 2610.0, , 
400, GJ06-008580, Glass Science and Technology, 1986, v. 059  p. 0053, 65.0, 10.0, , 25.0, , 2630.0, , 
401, GJ06-008581, Glass Science and Technology, 1986, v. 059  p. 0053, 65.0, 10.0, 25.0, , , 2550.0, , 
402, GJ09-009791, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 50.0, , , , 50.0, 2579.0, , 
403, GJ09-009793, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 55.0, , , , 45.0, 2551.0, , 
404, GJ09-009795, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 60.0, , , , 40.0, 2526.0, , 
405, GJ09-009798, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 65.0, , , , 35.0, 2499.0, , 
406, GJ09-009804, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 70.0, , , , 30.0, 2469.0, , 
407, GJ09-009809, J. Ceramic Soc. Japan, 1980, v. 088  p. 0583, 75.0, , , , 25.0, 2437.0, , 
408, GJ02-010147, J. American Ceramic Soc., 1980, v. 063  p. 0286, 82.7, , , , 17.3, 2360.0, , 
409, GB02-013132, Handbook of Glass Data, 1987, v. 00C  p. 0006, 80.49, , , , 19.5, 2390.0, , 
410, GB02-013139, Handbook of Glass Data, 1987, v. 00C  p. 0006, 86.0, , , , 14.0, 2328.0, , 
411, GB02-013143, Handbook of Glass Data, 1987, v. 00C  p. 0006, 85.0, , , , 15.0, 2338.0, , 
412, GB02-013147, Handbook of Glass Data, 1987, v. 00C  p. 0006, 84.0, , , , 16.0, 2348.0, , 
413, GB02-013151, Handbook of Glass Data, 1987, v. 00C  p. 0006, 83.0, , , , 17.0, 2358.0, , 
414, GB02-013157, Handbook of Glass Data, 1987, v. 00C  p. 0006, 82.0, , , , 18.0, 2364.0, , 
415, GB02-013163, Handbook of Glass Data, 1987, v. 00C  p. 0006, 81.0, , , , 19.0, 2373.0, , 
416, GB02-013169, Handbook of Glass Data, 1987, v. 00C  p. 0006, 80.0, , , , 20.0, 2389.0, , 
417, GB02-013175, Handbook of Glass Data, 1987, v. 00C  p. 0006, 79.0, , , , 21.0, 2397.0, , 
418, GB02-013183, Handbook of Glass Data, 1987, v. 00C  p. 0007, 78.0, , , , 22.0, 2406.0, , 
419, GB02-013188, Handbook of Glass Data, 1987, v. 00C  p. 0007, 77.0, , , , 23.0, 2414.0, , 
420, GB02-013194, Handbook of Glass Data, 1987, v. 00C  p. 0007, 76.0, , , , 24.0, 2423.0, , 
421, GB02-013197, Handbook of Glass Data, 1987, v. 00C  p. 0007, 75.0, , , , 25.0, 2438.0, , 
422, GB02-013218, Handbook of Glass Data, 1987, v. 00C  p. 0008, 85.0, , , , 15.0, 2330.0, , 
423, GB02-013222, Handbook of Glass Data, 1987, v. 00C  p. 0008, 80.79, , , , 19.21, 2382.0, , 
424, GB02-013243, Handbook of Glass Data, 1987, v. 00C  p. 0009, 75.0, , , , 25.0, 2434.0, , 
425, GB02-013286, Handbook of Glass Data, 1987, v. 00C  p. 0010, 83.73, , , , 16.27, 2370.0, , 
426, GB02-013327, Handbook of Glass Data, 1987, v. 00C  p. 0010, 80.0, , , , 20.0, 2219.0, , 
427, GB02-013329, Handbook of Glass Data, 1987, v. 00C  p. 0012, 75.0, , , , 25.0, 2419.0, , 
428, GB02-013335, Handbook of Glass Data, 1987, v. 00C  p. 0012, 70.0, , , , 30.0, 2459.0, , 
429, GB02-013341, Handbook of Glass Data, 1987, v. 00C  p. 0012, 65.0, , , , 35.0, 2491.0, , 
430, GB02-014029, Handbook of Glass Data, 1987, v. 00C  p. 0337, 80.49, , , , 19.5, 2390.0, , 
431, GB02-014070, Handbook of Glass Data, 1987, v. 00C  p. 0345, 65.4, , , , 34.6, 2496.0, , 
432, GB02-014071, Handbook of Glass Data, 1987, v. 00C  p. 0345, 62.1, 5.1, , , 32.8, 2497.0, , 
433, GB02-014072, Handbook of Glass Data, 1987, v. 00C  p. 0345, 56.3, 14.1, , , 29.6, 2497.0, , 
434, GB02-014073, Handbook of Glass Data, 1987, v. 00C  p. 0345, 51.5, 21.6, , , 26.9, 2503.0, , 
