No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
2331, GJ38-158825, Glass Physics & Chemistry, 1994, v. 020  p. 0216, 61.2, 15.41, 23.39, , , 2650.0, , 
2332, GJ38-158826, Glass Physics & Chemistry, 1994, v. 020  p. 0216, 61.2, 15.41, 23.39, , , 2710.0, , 
2333, GJ38-158827, Glass Physics & Chemistry, 1994, v. 020  p. 0216, 61.2, 15.41, 23.39, , , 2750.0, , 
2334, GJ02-160021, J. American Ceramic Soc., 1995, v. 078  p. 1179, 60.0, , , 20.0, 20.0, 2620.0, , 
2335, GJ02-160313, Glass Physics & Chemistry, 1995, v. 021  p. 0070, 60.0, 16.0, , 8.0, 16.0, 2518.0, , 
2336, GJ02-160641, J. Applied Physics, 1995, v. 077  p. 3756, 70.79, , 5.98, 10.08, 13.15, 2512.0, , 
2337, GJ02-160891, J. Materials Science, 1995, v. 030  p. 6359, 75.0, , , , 25.0, 2624.0, , 
2338, GJ02-161118, J. Non-Crystalline Solids, 1995, v. 182  p. 0321, 85.0, , , , 15.0, 2331.0, , 
2339, GJ02-161119, J. Non-Crystalline Solids, 1995, v. 182  p. 0321, 80.0, , , , 20.0, 2380.0, , 
2340, GJ02-161120, J. Non-Crystalline Solids, 1995, v. 182  p. 0321, 75.0, , , , 25.0, 2431.0, , 
2341, GJ02-161121, J. Non-Crystalline Solids, 1995, v. 182  p. 0321, 70.0, , , , 30.0, 2463.0, , 
2342, GJ02-161122, J. Non-Crystalline Solids, 1995, v. 182  p. 0321, 67.0, , , , 33.0, 2476.0, , 
2343, GJ02-161955, J. Non-Crystalline Solids, 1995, v. 189  p. 0251, 66.67, , , , 33.33, 2490.0, , 
2344, GJ02-161956, J. Non-Crystalline Solids, 1995, v. 189  p. 0251, 50.0, , , , 50.0, 2563.0, , 
2345, GJ02-162085, J. Non-Crystalline Solids, 1995, v. 191  p. 0085, 66.0, , , , 34.0, 2392.0, , 
2346, GJ02-162086, J. Non-Crystalline Solids, 1995, v. 191  p. 0085, 55.0, , , , 45.0, 2468.0, , 
2347, GJ02-162087, J. Non-Crystalline Solids, 1995, v. 191  p. 0085, 50.5, , , , 49.5, 2494.0, , 
2348, GJ02-162088, J. Non-Crystalline Solids, 1995, v. 191  p. 0085, 44.0, , , , 56.0, 2530.0, , 
2349, GJ02-162089, J. Non-Crystalline Solids, 1995, v. 191  p. 0085, 39.0, , , , 61.0, 2560.0, , 
2350, GB02-164756, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0152, 80.0, , , , 20.0, 2380.0, , 
2351, GB02-164757, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0152, 70.0, , , , 30.0, 2460.0, , 
2352, GB02-164758, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0152, 60.0, , , , 40.0, 2520.0, , 
2353, GB02-164759, Fundamentals of Inorganic Glasses, 1994, v. 001  p. 0152, 50.0, , , , 50.0, 2560.0, , 
2354, GJ02-165170, Physics and Chemistry of  Glasses, 1996, v. 037  p. 0116, 50.0, , , , 50.0, 2550.0, , 
2355, GJ02-165222, Physics and Chemistry of  Glasses, 1996, v. 037  p. 0169, 67.0, , , , 33.0, 2450.0, , 
2356, GJ02-165485, Glass Science and Technology, 1996, v. 069  p. 0204, 74.0, , , , 26.0, 2440.0, , 
2357, GJ02-165486, Glass Science and Technology, 1996, v. 069  p. 0204, 74.0, , , 4.0, 22.0, 2450.0, , 
2358, GJ02-165487, Glass Science and Technology, 1996, v. 069  p. 0204, 74.0, , , 10.0, 16.0, 2480.0, , 
2359, GJ02-165501, Glass Science and Technology, 1996, v. 069  p. 0246, 74.0, , , , 26.0, 2440.0, , 
2360, GJ02-165502, Glass Science and Technology, 1996, v. 069  p. 0246, 74.0, , , 10.0, 16.0, 2480.0, , 
2361, GJ02-165503, Glass Science and Technology, 1996, v. 069  p. 0246, 72.48, 1.02, 3.94, 11.44, 11.48, 2510.0, , 
2362, GJ03-166014, J. Ceramic Soc. Japan, 1996, v. 104  p. 0201, 50.0, , 25.0, 25.0, , 2840.0, , 
2363, GJ06-166039, J. Ceramic Soc. Japan, 1996, v. 104  p. 0301, 66.05, 33.95, , , , 2560.0, , 
2364, GJ06-166049, J. Ceramic Soc. Japan, 1996, v. 104  p. 0571, 66.05, 33.95, , , , 2560.0, , 
2365, GJ02-166139, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 90.0, , , , 10.0, 2285.0, , 
2366, GJ02-166140, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 87.5, , , , 12.5, 2308.0, , 
2367, GJ02-166141, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 85.0, , , , 15.0, 2332.0, , 
2368, GJ02-166142, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 82.5, , , , 17.5, 2355.0, , 
2369, GJ02-166143, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 80.0, , , , 20.0, 2380.0, , 
2370, GJ02-166144, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 77.5, , , , 22.5, 2399.0, , 
2371, GJ02-166145, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 75.0, , , , 25.0, 2422.0, , 
2372, GJ02-166146, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 72.5, , , , 27.5, 2443.0, , 
2373, GJ02-166147, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 70.0, , , , 30.0, 2465.0, , 
2374, GJ02-166148, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 67.5, , , , 32.5, 2489.0, , 
2375, GJ02-166149, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 65.0, , , , 35.0, 2502.0, , 
2376, GJ02-166150, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 62.5, , , , 37.5, 2514.0, , 
2377, GJ02-166151, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 60.0, , , , 40.0, 2527.0, , 
2378, GJ02-166152, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 57.5, , , , 42.5, 2537.0, , 
2379, GJ02-166153, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 55.0, , , , 45.0, 2545.0, , 
2380, GJ02-166154, J. Non-Crystalline Solids, 1996, v. 194  p. 0155, 52.5, , , , 47.5, 2553.0, , 
2381, GJ02-167303, J. Non-Crystalline Solids, 1996, v. 208  p. 0294, 76.32, , , 11.48, 12.2, 2472.0, , 
2382, GJ02-167529, J. American Ceramic Soc., 1996, v. 079  p. 0681, 90.0, , , , 10.0, 2290.0, , 
2383, GJ02-167530, J. American Ceramic Soc., 1996, v. 079  p. 0681, 85.0, , , , 15.0, 2340.0, , 
2384, GJ02-167531, J. American Ceramic Soc., 1996, v. 079  p. 0681, 80.0, , , , 20.0, 2410.0, , 
2385, GJ02-167532, J. American Ceramic Soc., 1996, v. 079  p. 0681, 75.0, , , , 25.0, 2440.0, , 
2386, GJ02-167533, J. American Ceramic Soc., 1996, v. 079  p. 0681, 70.0, , , , 30.0, 2480.0, , 
2387, GJ02-167534, J. American Ceramic Soc., 1996, v. 079  p. 0681, 65.0, , , , 35.0, 2520.0, , 
2388, GJ02-167535, J. American Ceramic Soc., 1996, v. 079  p. 0681, 60.0, , , , 40.0, 2550.0, , 
2389, GJ03-167538, J. American Ceramic Soc., 1996, v. 079  p. 0681, 60.0, , , 40.0, , 2790.0, , 
2390, GJ03-167592, J. American Ceramic Soc., 1996, v. 079  p. 0920, 64.93, 9.26, , 25.81, , 2605.0, , 
2391, GJ06-170380, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0001, 55.85, 20.9, 23.25, , , 2600.0, , 
2392, GJ02-170787, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0251, 85.0, , , , 15.0, 2330.0, , 
2393, GJ02-170792, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0251, 75.0, , , , 25.0, 2410.0, , 
2394, GJ02-170803, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0251, 65.0, , , , 35.0, 2500.0, , 
2395, GJ02-173077, J. Non-Crystalline Solids, 1997, v. 215  p. 0271, 70.0, , , , 30.0, 2406.0, , 
2396, GJ06-173167, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 45.0, 30.0, 10.0, 15.0, , 2700.0, , 
2397, GJ06-173179, J. Non-Crystalline Solids, 1997, v. 217  p. 0066, 40.0, 30.0, 10.0, 20.0, , 2770.0, , 
2398, GJ02-173617, J. Non-Crystalline Solids, 1997, v. 220  p. 0267, 70.0, , , , 30.0, 2400.0, , 
2399, GB06-174772, Data Book of Glass Composition (J), 1991, v. 001  p. 0134, 68.68, 15.57, 15.75, , , 2490.0, , 
2400, GJ02-175485, Physics and Chemistry of  Glasses, 1998, v. 039  p. 0036, 60.0, , , , 40.0, 2500.0, , 
2401, GJ02-175493, Physics and Chemistry of  Glasses, 1998, v. 039  p. 0036, 70.0, , , , 30.0, 2450.0, , 
2402, GJ02-175504, Physics and Chemistry of  Glasses, 1998, v. 039  p. 0036, 80.0, , , , 20.0, 2400.0, , 
2403, GJ02-175510, Physics and Chemistry of  Glasses, 1998, v. 039  p. 0036, 85.0, , , , 15.0, 2350.0, , 
2404, GJ02-175856, Physics and Chemistry of  Glasses, 1998, v. 039  p. 0290, 75.0, , , , 25.0, 2400.0, , 
2405, GJ02-176406, Glass Physics & Chemistry, 1998, v. 024  p. 0569, 66.7, , , , 33.3, 2440.0, , 
2406, GJ03-176470, Glass Science and Technology, 1998, v. 071  p. 0067, 64.91, 8.99, , 26.1, , 2610.0, , 
2407, GJ03-176471, Glass Science and Technology, 1998, v. 071  p. 0067, 62.74, 9.24, , 28.01, , 2663.0, , 
2408, GJ03-176472, Glass Science and Technology, 1998, v. 071  p. 0067, 61.96, 7.61, , 30.43, , 2660.0, , 
2409, GJ03-176473, Glass Science and Technology, 1998, v. 071  p. 0067, 60.02, 9.23, , 30.76, , 2703.0, , 
2410, GJ03-176474, Glass Science and Technology, 1998, v. 071  p. 0067, 57.66, 10.04, , 32.3, , 2731.0, , 
2411, GJ03-176477, Glass Science and Technology, 1998, v. 071  p. 0067, 64.63, 8.95, 1.55, 24.87, , 2606.0, , 
2412, GJ03-176478, Glass Science and Technology, 1998, v. 071  p. 0067, 63.52, 8.8, 7.62, 20.06, , 2598.0, , 
2413, GJ03-176479, Glass Science and Technology, 1998, v. 071  p. 0067, 62.71, 8.69, 12.04, 16.56, , 2584.0, , 
2414, GJ03-176480, Glass Science and Technology, 1998, v. 071  p. 0067, 62.19, 8.62, 14.93, 14.27, , 2568.0, , 
2415, GJ03-176549, Glass Science and Technology, 1998, v. 071  p. 0327, 65.0, 9.0, , 26.0, , 2622.0, , 
2416, GJ03-176550, Glass Science and Technology, 1998, v. 071  p. 0327, 65.0, 5.0, , 30.0, , 2643.0, , 
2417, GJ03-176551, Glass Science and Technology, 1998, v. 071  p. 0327, 58.0, 9.0, , 33.0, , 2722.0, , 
2418, GJ03-176552, Glass Science and Technology, 1998, v. 071  p. 0327, 53.0, 9.0, , 38.0, , 2762.0, , 
2419, GJ06-176781, J. Non-Crystalline Solids, 1998, v. 224  p. 0103, 48.05, 18.88, 15.92, 17.16, , 2750.0, , 
2420, GJ06-177525, J. Non-Crystalline Solids, 1998, v. 239  p. 0149, 55.6, 32.2, , , 12.2, 2531.0, , 
2421, GJ02-177589, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 71.43, , , , 28.57, 2460.0, , 
2422, GJ02-177590, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 55.56, , , , 44.44, 2540.0, , 
2423, GJ02-177591, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 50.0, , , , 50.0, 2560.0, , 
2424, GJ02-177592, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 45.45, , , , 54.55, 2560.0, , 
2425, GJ02-177593, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 41.67, , , , 58.33, 2530.0, , 
2426, GJ02-177594, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 38.46, , , , 61.54, 2490.0, , 
2427, GJ02-177595, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 35.71, , , , 64.29, 2530.0, , 
2428, GJ02-177596, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 33.33, , , , 66.67, 2490.0, , 
2429, GJ02-177597, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 31.25, , , , 68.75, 2490.0, , 
2430, GJ02-177598, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 45.45, , , , 54.55, 2580.0, , 
2431, GJ02-177599, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 41.67, , , , 58.33, 2590.0, , 
2432, GJ02-177600, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 38.46, , , , 61.54, 2570.0, , 
2433, GJ02-177601, J. Non-Crystalline Solids, 1998, v. 239  p. 0197, 35.71, , , , 64.29, 2570.0, , 
2434, GJ02-177658, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 51.66, 1.73, , , 46.61, 2561.0, , 
2435, GJ02-177659, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 52.77, 4.3, , , 42.93, 2550.0, , 
2436, GJ02-177660, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 53.01, 4.12, , , 42.87, 2548.0, , 
2437, GJ02-177661, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 53.64, 5.95, , , 40.41, 2541.0, , 
2438, GJ02-177662, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 52.71, 2.98, , , 44.31, 2553.0, , 
2439, GJ02-177663, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 58.22, 6.1, , , 35.68, 2518.0, , 
2440, GJ02-177664, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 57.87, 4.26, , , 37.87, 2526.0, , 
2441, GJ02-177665, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 58.61, 6.01, , , 35.38, 2516.0, , 
2442, GJ02-177666, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 57.72, 2.94, , , 39.34, 2532.0, , 
2443, GJ02-177667, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 57.74, 2.94, , , 39.32, 2530.0, , 
2444, GJ02-177668, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 63.6, 6.1, , , 30.3, 2490.0, , 
2445, GJ02-177669, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 62.59, 2.95, , , 34.46, 2503.0, , 
2446, GJ02-177670, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 67.63, 2.88, , , 29.49, 2475.0, , 
2447, GJ02-177671, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 69.07, 5.83, , , 25.1, 2458.0, , 
2448, GJ02-177672, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 67.33, 1.73, , , 30.94, 2483.0, , 
2449, GJ02-177673, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 67.23, 1.45, , , 31.32, 2481.0, , 
2450, GJ02-177674, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 67.57, 1.22, , , 31.21, 2481.0, , 
2451, GJ02-177675, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 69.13, 2.69, , , 28.18, 2465.0, , 
2452, GJ02-177676, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 69.2, 1.78, , , 29.02, 2468.0, , 
2453, GJ02-177677, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 70.6, 4.12, , , 25.28, 2454.0, , 
2454, GJ02-177678, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 71.01, 3.51, , , 25.48, 2453.0, , 
2455, GJ02-177679, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 70.9, 0.58, , , 28.52, 2461.0, , 
2456, GJ02-177680, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 71.31, 1.22, , , 27.47, 2457.0, , 
2457, GJ02-177681, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 70.18, 2.86, , , 26.95, 2445.0, , 
2458, GJ02-177682, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 62.17, 1.7, , , 36.13, 2511.0, , 
2459, GJ02-177683, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 61.78, 0.65, , , 37.57, 2517.0, , 
2460, GJ02-177684, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 63.97, 5.94, , , 30.09, 2489.0, , 
2461, GJ02-177685, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 63.3, 4.02, , , 32.68, 2498.0, , 
2462, GJ02-177686, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 65.74, 0.61, , , 33.65, 2492.0, , 
2463, GJ02-177687, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 68.42, 6.17, , , 25.41, 2462.0, , 
2464, GJ02-177688, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 77.3, 3.1, , , 19.6, 2403.0, , 
2465, GJ02-177689, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 77.47, 2.92, , , 19.61, 2402.0, , 
2466, GJ02-177690, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 77.02, 1.71, , , 21.27, 2402.0, , 
2467, GJ02-177691, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 78.52, 0.55, , , 20.93, 2401.0, , 
2468, GJ02-177692, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 72.64, 2.98, , , 24.38, 2443.0, , 
2469, GJ02-177693, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 72.27, 1.71, , , 26.02, 2451.0, , 
2470, GJ02-177694, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 73.34, 3.96, , , 22.7, 2434.0, , 
2471, GJ02-177695, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 74.37, 5.75, , , 19.88, 2421.0, , 
2472, GJ02-177696, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 74.04, 0.58, , , 25.38, 2440.0, , 
2473, GJ02-177697, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.76, 2.84, , , 21.4, 2418.0, , 
2474, GJ02-177698, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.62, 0.58, , , 23.8, 2428.0, , 
2475, GJ02-177699, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 76.34, 1.8, , , 21.86, 2416.0, , 
2476, GJ02-177700, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.84, 0.64, , , 23.52, 2424.0, , 
2477, GJ02-177701, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 76.14, 1.2, , , 22.66, 2419.0, , 
2478, GJ02-177702, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.9, 1.64, , , 22.46, 2429.0, , 
2479, GJ02-177703, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.32, 2.57, , , 22.11, 2425.0, , 
2480, GJ02-177704, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 74.99, 4.2, , , 20.81, 2418.0, , 
2481, GJ02-177705, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.44, 5.52, , , 19.04, 2410.0, , 
2482, GJ02-177706, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 76.25, 7.97, , , 15.78, 2401.0, , 
2483, GJ02-177707, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.0, , , , 25.0, 2443.0, , 
2484, GJ02-177708, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 70.0, 5.0, , , 25.0, 2453.0, , 
2485, GJ02-177709, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 65.0, 10.0, , , 25.0, 2476.0, , 
2486, GJ02-177710, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 55.0, 20.0, , , 25.0, 2493.0, , 
2487, GJ02-177711, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 50.0, 25.0, , , 25.0, 2495.0, , 
2488, GJ02-177712, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.0, 3.12, , , 21.88, 2431.0, , 
2489, GJ02-177713, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.0, 6.25, , , 18.75, 2425.0, , 
2490, GJ02-177714, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 77.32, 6.57, , , 16.11, 2402.0, , 
2491, GJ02-177715, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.0, 12.5, , , 12.5, 2370.0, , 
2492, GJ02-177716, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 50.0, 25.0, , , 25.0, 2492.0, , 
2493, GJ02-177717, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 63.64, 18.18, , , 18.18, 2440.0, , 
2494, GJ02-177718, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 66.66, 16.67, , , 16.67, 2420.0, , 
2495, GJ02-177719, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 75.0, 12.5, , , 12.5, 2370.0, , 
2496, GJ02-177720, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 78.94, 10.53, , , 10.53, 2346.0, , 
2497, GJ02-177721, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 81.82, 9.09, , , 9.09, 2332.0, , 
2498, GJ02-177722, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 84.62, 7.69, , , 7.69, 2312.0, , 
2499, GJ02-177723, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 67.0, , , , 33.0, 2483.0, , 
2500, GJ02-177724, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 62.0, 5.0, , , 33.0, 2501.0, , 
2501, GJ02-177725, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 57.0, 10.0, , , 33.0, 2513.0, , 
2502, GJ02-177726, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 52.0, 15.0, , , 33.0, 2522.0, , 
2503, GJ02-177727, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 60.0, , , , 40.0, 2521.0, , 
2504, GJ02-177728, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 55.0, 5.0, , , 40.0, 2536.0, , 
2505, GJ02-177729, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 50.0, 10.0, , , 40.0, 2545.0, , 
2506, GJ02-177730, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 45.0, 15.0, , , 40.0, 2551.0, , 
2507, GJ02-177731, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 40.0, 20.0, , , 40.0, 2553.0, , 
2508, GJ02-177732, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 78.3, 4.3, , , 17.4, 2390.0, , 
2509, GJ02-177733, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 66.7, 14.3, , , 19.0, 2420.0, , 
2510, GJ02-177734, J. Non-Crystalline Solids, 1998, v. 240  p. 0055, 60.0, 20.0, , , 20.0, 2410.0, , 
2511, GJ02-178201, J. American Ceramic Soc., 1998, v. 081  p. 2485, 80.0, , , 5.0, 15.0, 2412.0, , 
2512, GJ02-178202, J. American Ceramic Soc., 1998, v. 081  p. 2485, 80.0, , , 10.0, 10.0, 2433.0, , 
2513, GJ02-178203, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , 5.0, 20.0, 2460.0, , 
2514, GJ02-178204, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , 10.0, 15.0, 2481.0, , 
2515, GJ02-178205, J. American Ceramic Soc., 1998, v. 081  p. 2485, 75.0, , , 15.0, 10.0, 2503.0, , 
2516, GJ02-178206, J. American Ceramic Soc., 1998, v. 081  p. 2485, 70.0, , , 10.0, 20.0, 2524.0, , 
2517, GP02-178434, Japanese Patent    AGC (J), 1997, A052730, 72.17, 6.16, , 5.37, 16.3, 2458.0, , 
2518, GP02-178435, Japanese Patent    AGC (J), 1997, A052730, 71.53, 6.09, , 5.37, 17.01, 2464.0, , 
2519, GP02-178437, Japanese Patent    AGC (J), 1997, A052730, 77.85, 1.18, 3.87, 1.5, 15.6, 2411.0, , 
2520, GP02-178439, Japanese Patent    AGC (J), 1997, A052730, 72.65, 6.09, , 5.37, 15.89, 2461.0, , 
2521, GP02-178741, Japanese Patent    AGC (J), 1997, A124338, 78.05, 2.02, 2.56, 2.49, 14.88, 2407.0, , 
2522, GP02-178742, Japanese Patent    AGC (J), 1997, A124338, 78.05, 2.01, 4.04, 0.97, 14.92, 2395.0, , 
2523, GP02-178748, Japanese Patent    AGC (J), 1997, A124338, 80.16, , , 5.05, 14.78, 2410.0, , 
2524, GP02-178761, Japanese Patent    AGC (J), 1997, A124339, 78.05, 2.01, 4.04, 0.97, 14.92, 2395.0, , 
2525, GP02-178771, Japanese Patent    AGC (J), 1997, A124340, 78.05, 2.02, 2.56, 2.49, 14.88, 2407.0, , 
2526, GP02-178772, Japanese Patent    AGC (J), 1997, A124340, 78.14, 2.01, 4.95, , 14.9, 2386.0, , 
2527, GP02-180210, European Patent    AGC (J), 1997, A0757020, 78.05, 2.02, 2.56, 2.49, 14.88, 2395.0, , 
2528, GP03-180938, Japanese Patent    Hoya Corp. (J), 1998, A079122, 49.0, 21.0, 25.0, 5.0, , 2720.0, , 
2529, GP03-180941, Japanese Patent    Hoya Corp. (J), 1998, A079122, 50.0, 15.0, 15.0, 20.0, , 2750.0, , 
2530, GP02-182097, US Patent    AGC (J), 1998, A5741745, 78.05, 2.02, 2.56, 2.49, 14.88, 2407.0, , 
2531, GP02-182098, US Patent    AGC (J), 1998, A5741745, 78.05, 2.01, 4.04, 0.97, 14.92, 2395.0, , 
2532, GP02-182099, US Patent    AGC (J), 1998, A5741745, 78.14, 2.01, 4.95, , 14.9, 2386.0, , 
2533, GP03-182917, European Patent    Hoya Corp. (J), 1998, A0858974, 49.0, 21.0, 25.0, 5.0, , 2720.0, , 
2534, GI02-183184, NGF's Additional New Data (J), 2000, v. 001  p. 0145, 70.0, 10.0, , , 20.0, 2410.0, , 
2535, GI02-183483, NGF's Additional New Data (J), 2000, v. 001  p. 0227, 80.0, , , , 20.0, 2410.0, , 
2536, GI02-184126, NGF's Additional New Data (J), 2000, v. 001  p. 0347, 80.0, , , , 20.0, 2389.0, , 
2537, GI02-184134, NGF's Additional New Data (J), 2000, v. 001  p. 0347, 70.0, , , , 30.0, 2484.0, , 
2538, GI02-184135, NGF's Additional New Data (J), 2000, v. 001  p. 0347, 60.0, , , , 40.0, 2502.0, , 
2539, GJ02-184410, J. Non-Crystalline Solids, 1999, v. 246  p. 0104, 69.4, , , , 30.6, 2410.0, , 
2540, GJ30-184497, J. Non-Crystalline Solids, 1999, v. 247  p. 0196, 7.92, 27.68, 6.92, 57.48, , 2930.0, , 
2541, GJ02-184852, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 85.0, , , , 15.0, 2330.0, , 
2542, GJ02-184853, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 80.0, , , , 20.0, 2380.0, , 
2543, GJ02-184854, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 75.0, , , , 25.0, 2430.0, , 
2544, GJ02-184855, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 70.0, , , , 30.0, 2460.0, , 
2545, GJ02-184856, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 67.0, , , , 33.0, 2480.0, , 
2546, GJ03-184871, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 61.0, , , 39.0, , 2750.0, , 
2547, GJ03-184872, J. Non-Crystalline Solids, 1999, v. 249  p. 0160, 55.4, , , 44.6, , 2840.0, , 
