SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 69.9, 13.0, 8.5, , , , , 85.2
 63.9, 18.0, 9.0, , , , , 90.0
 69.9, 15.0, 5.0, 5.0, , , , 87.1
 69.9, 15.0, 5.0, , , , , 84.9
 69.9, 15.0, 10.0, 5.0, , , , 90.7
 69.9, 15.0, 10.0, , , , , 86.9
 69.9, 15.0, 7.0, , , , , 85.3
 69.9, 15.0, 2.5, 10.0, , , , 86.4
 69.9, 15.0, 2.5, 5.0, , , , 84.3
 69.9, 15.0, 7.5, , , , , 85.4
 69.9, 15.0, 5.0, 2.5, , , , 83.5
 69.9, 15.0, 3.5, 5.0, , , , 83.4
 70.9, 14.0, 5.0, 2.5, , , , 83.7
 68.9, 16.0, 5.0, 2.5, , , , 85.5
 70.9, 14.0, 3.5, 5.0, , , , 82.5
 68.9, 16.0, 3.5, 5.0, , , , 84.6
 60.87, 19.82, 2.04, 0.04, 13.19, 0.04, , 69.7314
 60.49, 19.75, 1.74, 0.41, 12.13, 1.36, , 70.0212
 60.26, 19.66, 1.42, 0.4, 12.25, 1.38, , 70.3248
 61.97, 18.81, 1.72, 0.42, 13.18, 0.01, , 71.2356
 61.69, 18.71, 1.7, 0.42, 12.23, 1.35, , 70.1799
 60.46, 19.72, 1.39, 0.04, 13.28, 0.01, , 69.8073
 60.29, 19.68, 1.12, 0.41, 13.34, 0.01, , 69.8211
 61.53, 19.75, 1.44, 0.04, 13.13, 0.01, , 69.0
 61.22, 19.57, 1.51, 0.04, 13.67, 0.01, , 69.621
 60.95, 19.27, 1.85, 0.1, 12.65, 0.95, , 70.6008
 61.36, 18.88, 1.77, 0.05, 12.59, 1.22, , 71.1735
 60.41, 19.63, 1.09, 0.03, 13.32, 0.01, , 69.9522
 61.25, 19.69, 1.36, 0.03, 13.12, 0.01, , 70.1937
 61.39, 19.68, 1.37, 0.03, 13.36, 0.01, , 69.3312
 61.41, 19.63, 1.12, 0.05, 13.16, 0.04, , 68.2617
 61.65, 19.66, 1.46, 0.03, 13.0, 0.01, , 69.138
 61.33, 19.62, 1.52, 0.03, 13.07, 0.01, , 69.5934
 61.4, 19.66, 1.43, 0.03, 12.87, 0.01, , 69.0621
 61.82, 19.38, 1.46, 0.03, 12.76, 0.01, , 69.0759
 61.47, 19.53, 1.49, 0.03, 12.88, 0.01, , 69.1449
 61.75, 19.74, 1.48, 0.03, 12.83, , , 69.069
 60.5, 20.84, 1.46, 0.03, 12.73, 0.01, , 71.4357
 58.76, 22.19, 1.45, 0.04, 12.69, 0.01, , 72.2775
 56.98, 23.59, 1.45, 0.03, 12.67, 0.03, , 73.9611
 57.9, 23.11, 1.47, 0.03, 12.14, 0.03, , 74.6304
 60.08, 21.72, 1.49, 0.03, 11.24, 0.03, , 74.1681
 62.05, 20.35, 1.51, 0.03, 10.4, 0.03, , 74.5269
 67.65, 20.73, 1.91, , 2.39, , , 81.4
 61.31, 15.73, 8.71, 12.02, 0.21, 0.13, , 89.1
 60.7, 15.73, 9.12, 11.82, 0.21, 0.13, , 89.0
 60.49, 15.67, 8.63, 11.9, 0.21, 0.13, , 89.3
 60.27, 16.12, 8.31, 13.42, 0.26, 0.08, , 89.7
 61.62, 15.7, 8.5, 12.2, 0.21, 0.13, , 89.6
 61.07, 15.42, 8.41, 13.22, 0.21, 0.13, , 89.5
 60.57, 15.42, 8.31, 13.82, 0.21, 0.13, , 89.3
 57.82, 23.5, 0.62, 1.28, 4.3, , , 76.728
 65.49, 20.17, 0.64, 1.32, 2.63, , , 79.074
 63.41, 21.64, 1.24, 1.32, 2.63, , , 77.418
 61.22, 23.24, 1.85, 1.31, 2.6, , , 78.591
 70.14, 16.12, 0.63, 0.04, 2.43, , , 71.346
 68.01, 17.66, 1.25, 0.04, 2.37, , , 73.416
 64.87, 19.94, 2.16, 0.05, 2.38, , , 76.176
 62.95, 21.61, 1.24, 1.32, 2.31, , , 77.349
 62.28, 21.63, 1.85, 1.32, 2.33, , , 78.384
 61.38, 21.83, 2.49, 1.33, 2.36, , , 79.074
 61.82, 22.93, 1.23, 1.3, 2.33, , , 78.177
 60.42, 24.46, 1.23, 1.3, 2.29, , , 79.005
 60.45, 24.6, 1.18, 1.26, 2.31, , , 79.902
 67.89, 15.69, 0.33, 1.35, 0.1, , , 69.483
 67.89, 15.5, 0.34, 2.17, 0.84, , , 72.105
 68.06, 15.52, 0.97, 1.32, 0.86, , , 72.381
 69.51, 16.98, 0.33, 1.31, 1.71, , , 73.968
 58.15, 23.71, 0.64, 1.3, 4.11, , , 77.004
 59.31, 23.8, 0.64, 1.3, 3.34, , , 78.729
 57.65, 23.63, 0.64, 1.28, 3.3, , , 76.935
 61.32, 23.83, 1.23, 1.3, 2.32, , , 78.177
 52.76, 14.77, 2.0, 5.14, 0.04, , , 62.0
 52.91, 14.82, 2.01, 5.15, 0.04, , , 60.6
 53.52, 14.46, 4.15, 3.17, 0.04, , , 64.0
 53.02, 14.68, 7.73, 0.17, 0.04, , , 63.8
 52.01, 17.01, 8.08, 0.17, 0.05, , , 66.1
 54.15, 17.71, 8.41, 0.18, 0.05, , , 69.3
 53.03, 14.76, 0.08, 4.19, 0.04, , , 57.2
 52.79, 14.69, 0.08, 4.17, 0.04, , , 58.0
 52.97, 14.44, 0.05, 2.17, 0.04, , , 55.9
 52.93, 14.79, 3.22, 2.16, 0.04, , , 60.8
 52.91, 14.75, 3.2, 0.07, 0.04, , , 58.6
 53.82, 13.35, 3.34, 3.34, 0.04, , , 61.5
 50.16, 16.44, 3.97, 3.73, 0.04, , , 66.0
 52.98, 14.68, 0.02, , 0.04, , , 55.0
 69.76, 10.92, 1.59, , 9.76, 4.0, , 72.5
 68.67, 11.02, 1.33, , 10.88, 4.14, , 72.4
 66.69, 11.81, 1.52, , 12.33, 3.69, , 72.6
 69.3, 10.85, 0.95, , 9.7, 3.98, , 72.8
 68.76, 10.99, 1.92, 0.44, 15.23, 1.94, , 70.3
 70.36, 9.82, 3.24, , 12.65, 2.73, , 72.2
 68.54, 12.31, 0.006251, , 4.63, , , 67.7
 68.45, 12.64, 0.006262, , 3.74, , , 68.0
 68.47, 12.27, 0.006252, , 4.18, , , 67.4
 68.63, 11.91, 0.00626, , 4.17, , , 67.5
 68.13, 12.6, 0.006221, , 5.11, , , 67.1
 68.29, 12.24, 0.006227, , 5.08, , , 66.6
 68.43, 11.86, 0.006235, , 5.11, , , 66.6
 68.04, 11.78, 0.006203, , 5.98, , , 66.5
 66.43, 12.63, 0.006229, , 4.14, , , 67.0
 66.03, 12.56, 0.006184, , 5.45, , , 65.7
 65.74, 12.61, 0.006195, , 5.04, , , 66.0
 66.67, 12.69, , , 5.06, , , 66.5
 65.71, 14.31, 0.006231, , 5.98, , , 68.0
 64.86, 12.43, 0.006112, , 7.47, , , 62.0
 64.42, 12.44, 0.006109, , 7.4, , , 63.4
 64.96, 12.57, 0.006153, , 5.83, , , 65.2
 64.79, 12.53, 0.006147, , 5.85, , , 64.9
 66.1, 12.61, 0.006177, , 5.41, , , 66.2
 65.7, 12.9, 0.006189, , 5.11, , , 66.6
 64.68, 12.55, 0.006146, , 5.85, , , 65.2
 53.0, 25.0, 4.0, , , 3.0, , 83.0
 53.55, 25.26, 4.04, , 1.99, , , 84.0
 65.89, 20.93, 5.69, , 0.5, , , 96.6
 48.41, 26.14, 9.75, , , , , 94.5
 48.41, 26.14, 9.75, , , , , 98.1
 72.61, , 4.12, 9.55, 13.72, , , 72.0
 21.1, , , , 0.44, 0.4, , 55.0
 , 9.2, , , , 11.34, , 50.0
 78.2, 3.28, , , 3.98, , , 63.7
 43.65, 6.5, 11.47, , , , , 134.0
 27.6, 12.68, , , , , , 150.0
 74.36, 0.86, 4.23, 6.26, 13.93, 0.32, , 71.4
 74.22, 0.86, 4.22, 6.25, 13.9, 0.32, , 75.4
 73.67, 0.85, 4.19, 6.2, 13.8, 0.32, , 77.0
 73.02, 0.84, 4.15, 6.14, 13.68, 0.32, , 74.7
 71.6, 0.82, 4.07, 6.02, 13.41, 0.31, , 72.0
 70.11, 0.8, 3.99, 5.89, 13.13, 0.3, , 67.9
 68.79, 0.78, 3.91, 5.78, 12.89, 0.29, , 64.2
 , , 1.9, 13.19, , 16.83, , 47.0
 , , 4.26, 13.48, , 9.96, , 49.0
 , , 4.31, 13.63, , 10.08, , 74.0
 , , 4.32, 13.65, , 10.09, , 88.0
 , , 4.26, 13.47, , 9.95, , 94.0
 , 11.4, , , , 13.0, , 66.6
 44.3, , , , , 13.27, , 75.62
 40.13, 5.4, , , , 12.98, , 70.68
 36.14, 10.57, , , , 12.7, , 73.46
 , 6.63, , , , , , 48.9
 , 10.13, , , , , , 49.7
 , 13.77, , , , , , 50.2
 , 17.56, , , , , , 51.3
 , 21.49, , , , , , 52.1
 , 3.72, , , , , , 49.9
 , 5.55, , , , , , 50.8
 , 10.99, , , , , , 51.7
 , 16.3, , , , , , 52.9
 67.68, 20.7, 1.91, , 2.39, , , 81.4
 67.89, 20.89, 1.91, , 1.39, , , 82.19
 68.08, 21.08, 1.91, , 0.4, , , 82.05
 67.74, 20.96, 1.9, , 1.38, , , 82.6
 67.07, 20.76, 1.88, , 3.28, , , 81.63
 65.27, 20.15, 1.83, , 0.39, , , 83.8
 67.65, 20.73, 1.91, , 2.39, , , 81.4
 61.46, 15.36, 6.26, 13.18, 0.05, 0.09, 0.01, 91.0
 61.37, 15.57, 6.21, 12.51, 0.05, 0.09, 0.01, 88.4
 59.73, 17.46, 7.13, 7.46, 0.19, 0.09, 0.02, 92.2
 59.85, 15.58, 8.7, 11.05, 0.2, 0.09, 0.02, 91.1
 62.85, 19.78, 7.0, 2.77, 2.4, , 0.02, 87.1
 59.52, 17.24, 6.35, 10.85, 0.17, 0.1, , 94.1
 59.0, 17.25, 10.65, 6.18, 0.02, 0.09, , 92.8
 60.03, 17.4, 10.83, 5.93, 0.04, 0.1, , 93.8
 57.72, 16.67, 9.94, 4.63, 0.06, 0.11, , 95.3
 60.14, 18.32, 10.19, 5.43, 0.04, 0.11, , 92.8
 60.81, 13.01, 0.16, 19.17, 0.01, 0.07, , 83.7
 63.08, 16.16, 10.63, 4.4, 0.04, 0.09, , 91.4
 61.02, 17.8, 8.22, 6.0, 0.04, 0.11, , 91.9
 61.0, 16.75, 10.2, 4.67, 0.04, 0.1, , 92.6
 61.0, 16.88, 12.08, 4.04, 0.04, 0.1, , 94.8
 64.01, 17.34, 9.28, 0.09, 0.03, 0.09, , 89.99
 61.02, 17.8, 8.22, 6.0, 0.04, 0.11, , 91.9
 61.28, 17.87, 6.29, 6.01, 0.04, 0.11, , 91.1
 61.0, 16.75, 10.2, 4.67, 0.04, 0.1, , 92.6
 69.97, 16.98, 3.82, 2.11, 0.03, 0.09, , 83.9
 65.53, 20.17, 0.64, 1.32, 2.63, , , 79.074
 62.3, 22.48, 1.56, 1.31, 2.59, , , 78.039
 70.14, 16.12, 0.63, 0.04, 2.43, , , 71.346
 66.94, 18.43, 1.56, 0.04, 2.4, , , 74.382
 63.37, 21.56, 0.93, 1.31, 2.29, , , 77.073
 61.38, 21.83, 2.49, 1.33, 2.36, , , 79.074
 62.43, 22.47, 1.24, 1.33, 2.34, , , 77.625
 61.32, 23.83, 1.23, 1.3, 2.32, , , 78.177
 67.89, 15.69, 0.33, 1.35, 0.1, , , 69.483
 67.89, 15.5, 0.34, 2.17, 0.84, , , 72.105
 69.51, 16.98, 0.33, 1.31, 1.71, , , 73.968
 58.51, 23.73, 0.64, 1.3, 3.32, , , 77.418
 57.99, 23.53, 0.63, 1.27, 4.99, , , 76.107
 60.32, 23.82, 0.64, 1.29, 3.35, , , 79.143
 57.65, 23.63, 0.64, 1.28, 3.3, , , 76.935
 61.46, 15.36, 6.26, 13.18, 0.05, 0.09, 0.01, 91.0
 61.46, 15.36, 6.26, 13.18, 0.05, 0.09, 0.01, 90.6
 61.46, 15.36, 6.26, 13.18, 0.05, 0.09, 0.01, 88.0
 61.37, 15.57, 6.21, 12.51, 0.05, 0.09, 0.01, 88.4
 59.74, 16.0, 8.58, 9.63, 0.19, 0.09, 0.02, 92.1
 59.73, 17.46, 7.13, 7.46, 0.19, 0.09, 0.02, 92.2
 59.73, 17.46, 7.13, 7.46, 0.19, 0.09, 0.02, 91.9
 59.85, 15.58, 8.7, 11.05, 0.2, 0.09, 0.02, 92.4
 59.85, 15.58, 8.7, 11.05, 0.2, 0.09, 0.02, 91.1
 60.37, 14.48, 8.03, 5.46, 0.18, 0.08, 0.01, 89.5
 59.73, 17.35, 11.25, 4.99, 1.12, 0.09, 0.02, 90.5
 62.85, 19.78, 7.0, 2.77, 2.4, , 0.02, 87.1
 59.96, 15.66, 7.8, 13.03, 0.03, 0.09, 0.02, 90.3
 59.52, 17.24, 10.85, 6.35, 0.17, 0.1, , 94.1
 59.0, 17.25, 10.65, 6.18, 0.02, 0.09, , 92.8
 59.42, 17.25, 10.78, 5.78, 0.05, 0.1, , 94.7
 60.82, 21.34, 9.98, 0.99, 0.02, 0.11, , 92.0
 60.48, 17.67, 10.64, 4.95, 0.04, 0.1, , 93.1
 54.76, 15.12, 10.56, 4.92, 0.04, 0.09, , 97.6
 57.72, 16.67, 9.94, 4.63, 0.06, 0.11, , 95.3
 60.14, 18.32, 10.19, 5.43, 0.04, 0.11, , 92.8
 59.99, 17.86, 9.92, 4.49, 0.04, 0.1, , 91.8
 60.81, 13.01, 0.16, 19.17, 0.01, 0.07, , 83.7
 59.81, 14.74, 7.77, 12.52, , , , 92.4
 58.17, 14.33, 7.55, 12.17, , , , 91.6
 63.08, 16.16, 10.63, 4.4, 0.04, 0.09, , 91.4
 58.83, 19.27, 2.5, 6.29, , , 2.996E-4, 78.0
 58.85, 19.28, 3.5, 5.8, , , 2.998E-4, 79.0
 57.47, 19.79, 3.5, 5.8, , , 1.999E-4, 79.0
 60.65, 18.99, 1.0, 7.3, , , 3.998E-4, 77.0
 59.65, 18.49, 1.5, 7.8, , , 4.997E-4, 77.0
 63.05, 18.99, 0.5, 7.29, , , 2.998E-4, 77.0
 61.56, 18.99, 0.8, 7.2, , , 2.999E-4, 76.0
 59.95, 18.78, 1.1, 7.19, , , 2.997E-4, 77.0
 58.64, 18.49, 1.0, 8.99, , , 3.997E-4, 77.0
 59.75, 18.49, 1.0, 7.99, , , 4.996E-4, 77.0
 58.75, 18.48, 1.0, 7.98, , , 2.998E-4, 77.0
 59.75, 18.49, 1.0, 6.0, , , 2.998E-4, 77.0
 57.25, 18.48, 1.0, 6.0, , , 4.996E-4, 75.0
 59.24, 18.48, 1.0, 6.0, , , 3.997E-4, 77.0
 62.05, 18.99, 0.8, 7.19, , , 2.998E-4, 76.0
 61.51, 18.98, 0.8, 7.19, , , 1.997E-4, 76.0
 61.07, 18.99, 0.8, 7.2, , , 1.999E-4, 76.0
 61.25, 16.99, 2.0, 6.0, , , 3.998E-4, 76.0
 68.2, 16.58, 9.83, , 5.14, , , 82.0
 45.17, 25.67, 1.52, , 3.9, , , 80.0
 55.37, 31.48, 12.45, , , , , 100.0
 51.14, 28.98, 19.64, , , , , 105.0
 56.18, 23.87, 9.44, , 4.84, , , 85.0
 57.64, 16.33, 9.68, , 4.96, , , 77.0
 68.33, 20.7, 1.26, , 1.45, , , 80.0
 66.95, 8.12, , , 24.69, , , 65.0
 62.26, 8.14, 5.15, , 1.98, , , 68.0
 57.68, 9.26, , , 3.22, , , 72.0
 68.2, 16.58, 9.83, , 5.14, , , 82.0
 54.79, 31.05, 9.21, , 4.72, , , 92.0
 42.92, 43.77, 8.65, , 4.44, , , 101.0
 60.06, 33.97, 5.97, , , , , 96.0
 55.89, 31.61, 12.5, , , , , 101.0
 51.31, 29.02, 19.67, , , , , 105.0
 65.8, 8.1, , 3.2, 11.7, , , 76.0
 65.3, 8.0, , 3.2, 11.7, , , 75.0
 63.5, 6.4, , , 6.2, 1.9, , 56.0
 59.74, 16.77, 9.54, 8.93, 0.23, 0.36, , 93.9
 59.5, 17.16, 10.43, 7.63, 0.21, 0.34, , 94.1
 59.67, 16.64, 10.03, 7.32, 0.21, 0.51, , 95.8
 59.54, 16.74, 9.42, 9.72, 0.23, 0.38, , 93.3
 60.26, 17.04, 9.82, 10.23, 0.21, 0.41, , 90.9
 58.36, 19.25, 10.03, 6.72, 0.19, 0.23, , 97.0
 59.45, 16.34, 12.23, 6.12, 0.23, 0.46, , 97.1
 59.28, 16.95, 10.83, 6.82, 0.21, 0.42, , 97.1
 59.3, 17.06, 10.84, 6.92, 0.23, 0.36, , 95.7
 59.51, 16.86, 9.83, 10.03, 0.21, 0.32, , 92.9
 59.57, 16.75, 9.43, 9.03, 0.32, 0.58, , 94.3
 59.25, 16.84, 9.32, 9.92, 0.21, 0.39, , 93.5
 60.55, 16.74, 9.72, 9.22, 0.21, 0.43, , 91.2
 61.16, 16.25, 9.72, 8.52, 0.21, 0.43, , 92.1
 58.95, 17.44, 10.43, 5.81, 0.29, 0.49, , 100.3
 59.87, 16.85, 9.33, 10.13, 0.22, 0.38, , 93.0
 59.74, 16.77, 9.54, 8.93, 0.23, 0.36, , 93.9
 59.47, 17.05, 9.73, 8.22, 0.22, 0.37, , 95.6
 58.1, 19.14, 9.42, 7.92, 0.18, 0.31, , 95.7
 58.11, 19.14, 9.42, 7.21, 0.18, 0.31, , 96.5
 58.11, 19.14, 9.42, 7.21, 0.18, 0.31, , 97.0
 58.11, 19.14, 9.22, 7.61, 0.18, 0.31, , 97.9
 58.41, 19.14, 10.22, 8.32, 0.22, 0.2, , 93.1
 58.1, 19.44, 9.02, 8.02, 0.18, 0.31, , 95.8
 57.98, 20.06, 9.23, 8.12, 0.13, 0.22, , 92.8
 58.23, 19.24, 9.32, 6.71, 0.18, 0.26, , 94.3
 58.23, 19.24, 9.32, 7.32, 0.18, 0.21, , 94.7
 56.33, 21.69, 9.04, 6.22, 0.12, 0.28, , 99.2
 58.42, 19.14, 9.22, 6.81, 0.26, 0.4, , 98.5
 58.42, 19.34, 8.92, 7.31, 0.23, 0.18, , 97.4
 58.62, 19.34, 8.92, 7.01, 0.12, 0.29, , 97.1
 57.5, 20.34, 9.21, 7.01, 0.12, 0.29, , 94.8
 58.42, 19.27, 9.43, 8.13, 0.14, 0.31, , 92.2
 58.41, 19.27, 9.74, 7.83, 0.11, 0.3, , 93.4
 58.22, 19.17, 9.13, 6.42, 0.14, 0.3, , 98.6
 57.06, 21.05, 10.43, 5.31, 0.11, 0.24, , 97.6
 46.55, 6.42, , 3.88, , , , 79.2
 49.78, 7.7, , 3.74, , , , 76.6
 47.19, 6.46, , 3.91, , , , 79.0
 51.54, 7.8, , 3.36, , , , 79.0
 51.06, 7.77, , 3.42, , , , 79.0
 57.13, 8.08, , 2.22, , , , 79.0
 53.53, 7.9, , 2.97, , , , 79.0
 49.96, 13.04, , 1.43, , , , 79.0
 52.2, 8.05, 1.59, 3.69, , , , 79.0
 47.52, 7.68, , 3.52, , , , 79.0
 55.65, 8.0, , 2.49, , , , 76.0
 54.99, 7.97, , 2.7, , , , 76.0
 45.82, 6.48, 2.92, 3.56, , , , 80.0
 54.25, 7.94, , 2.84, , , , 76.0
 46.37, 6.34, 0.85, 3.49, , , , 78.0
 56.38, 8.04, , 2.36, , , , 76.0
 56.57, 8.04, , 2.36, , , , 75.0
 65.55, 16.36, 5.82, 6.3, 5.97, , , 83.0
 66.03, 13.18, 5.86, 6.34, 6.01, , , 82.0
 65.81, 11.49, 5.84, 6.32, 5.99, , , 83.0
 61.67, 16.78, 6.89, 1.31, 6.55, 2.78, , 83.9
 65.47, 11.43, 4.52, 8.09, 5.96, , , 83.0
 65.38, 13.22, 5.81, 4.4, 7.94, , , 81.0
 63.98, 16.83, 2.2, 8.12, 6.95, , , 81.0
 64.85, 15.06, 2.22, 9.6, 6.33, , , 81.0
 66.77, 13.76, 3.2, 8.9, 5.41, , , 82.0
 66.5, 9.96, 5.9, 6.39, 6.05, , , 81.0
 57.93, 22.07, , 8.18, 9.97, , , 80.0
 29.5, , , , 2.7, 4.1, , 104.0
 30.17, , , , 3.5, 1.1, , 102.0
 39.8, , , , 4.0, 1.2, , 102.0
 30.03, , , , 4.7, 1.0, , 105.0
 30.2, , , , 3.2, 1.0, , 107.0
 29.2, , , , 3.2, 1.0, , 107.0
 31.8, , , , 3.3, 1.0, , 106.0
 28.8, , , , 3.0, 1.0, , 106.0
 31.6, , , , 4.7, 1.0, , 106.0
 27.7, , , , 3.1, 0.9, , 109.0
 28.95, , , , 3.24, 1.01, , 112.0
 28.0, 3.1, , , 3.1, 1.0, , 107.0
 27.51, , , , 3.12, 0.98, , 112.0
 30.2, , , , 3.2, 1.0, , 110.0
 32.6, 2.2, , , 5.3, 1.0, , 102.0
 31.7, , , , 5.1, 1.0, , 103.0
 30.9, , , , 5.0, 0.9, , 104.0
 33.3, , , , 4.66, 0.99, , 106.0
 38.0, , , 4.21, 2.25, 0.1, , 106.0
 28.33, , , , 5.21, 7.91, , 98.0
 29.5, , , , 2.7, 4.1, , 104.0
 29.17, , , , 6.29, 2.7, , 103.0
 30.77, , , , 7.69, 1.2, , 104.0
 34.0, , , , 8.5, 1.3, , 103.0
 29.8, , , , 6.2, 1.0, , 104.0
 30.03, , , , 0.7, 4.2, , 103.0
 28.93, , , , 7.91, 4.0, , 99.0
 28.7, , , , 2.6, 9.0, , 96.0
 30.17, , , , 3.5, 1.1, , 106.0
 31.67, , , , 3.5, 1.1, , 104.0
 39.8, , , , 4.0, 1.2, , 102.0
 30.03, , , , 4.7, 1.0, , 105.0
 30.2, , , , 3.2, 1.0, , 107.0
 31.27, , , , 3.2, 1.0, , 105.0
 28.83, , , , 3.0, 0.9, , 106.0
 31.6, , , , 4.7, 1.0, , 106.0
 28.3, , , , 3.2, 1.0, , 111.0
 26.23, , , , 2.9, 0.9, , 114.0
 12.6, , 0.7, 8.3, 2.1, 1.1, , 110.0
 31.1, 1.1, 0.4, , 3.2, 2.0, , 109.0
 27.7, , , 0.6, 0.7, 1.1, , 109.0
 60.36, 1.5, , , , , , 76.0
 58.84, 3.57, , , , , , 96.0
 80.09, 3.9, , , 1.0, 2.44, , 81.0
 79.1, 3.9, , , , 2.44, , 86.0
 58.14, 4.7, , , , , , 91.0
 78.61, 3.88, , , 3.9, 2.46, , 81.0
 74.43, 7.04, 0.8, , , 1.01, , 96.0
 38.75, 10.36, , , 23.22, , , 71.0
 35.97, 10.62, 17.94, , , , , 184.0
 34.78, 19.44, 21.14, , , , , 181.0
 37.44, 17.92, 22.52, , , , , 178.0
 34.03, 19.02, 20.72, , , , , 177.0
 51.5, 6.72, , , , 24.84, , 61.0
 52.96, 6.91, , , 4.2, 25.54, , 62.0
 53.86, 7.03, , , 4.27, 25.98, , 64.0
 50.75, 9.57, , , 4.15, 25.25, , 63.0
 52.75, 6.88, , , 4.18, 24.18, , 63.0
 55.37, 7.23, , , 13.18, 13.35, , 66.0
 54.53, 7.12, , 1.96, 4.33, 24.99, , 66.0
 56.69, 7.4, , 4.07, 4.5, 27.34, , 65.0
 51.35, 5.81, 2.87, 1.6, 8.83, 13.42, , 72.0
 49.67, 2.81, 2.78, , 8.54, 12.98, , 72.0
 51.25, 5.8, 2.87, , 9.69, 14.73, , 70.0
 52.07, 2.95, 2.91, 1.62, 8.95, 13.6, , 72.0
 52.49, 5.94, 2.93, 1.63, 9.92, 15.09, , 71.0
 48.28, 2.73, 2.7, , 7.47, 11.35, , 69.0
 49.98, 5.65, 2.79, , 8.59, 13.06, , 70.0
 68.63, 16.63, 3.29, , 3.03, 1.54, , 84.2
 68.09, 15.08, 3.97, , 4.58, 1.55, , 84.1
 69.48, 12.64, 4.66, 0.19, 5.43, 1.56, , 82.6
 33.8, , , , 5.4, 1.0, , 103.0
 34.7, , , , 6.2, 2.1, , 99.0
 35.3, , , , 5.9, 4.0, , 98.0
 33.9, , , , 4.9, 3.2, , 103.0
 37.0, , , , 3.9, 4.7, , 100.0
 48.5, , , 1.5, 0.8, 7.6, , 101.0
 29.2, , , , 4.2, 4.3, , 105.0
 36.8, , 5.2, , 4.8, 4.9, , 106.0
 31.7, , 2.8, 5.2, 2.2, 1.1, , 113.0
 33.9, , , 5.4, 1.5, 1.1, , 111.0
 57.7, 22.0, 7.0, 10.0, , , , 91.4
 57.76, 21.52, 8.51, 9.51, , , 0.2, 95.1
 57.54, 21.98, 9.49, 8.49, 0.1, 0.1, 0.1, 95.3
 66.27, 16.54, 9.15, , 8.04, , , 80.9
 56.75, 14.16, , , 12.05, , , 74.4
 42.4, 43.16, 5.69, , 8.75, , , 99.1
 44.41, 45.21, 5.96, , , , , 111.0
 54.94, 31.07, , , 9.44, , , 83.3
 64.54, 16.1, 7.64, , 7.83, , , 82.3
 57.98, 20.35, 4.02, 5.6, , , , 95.7
 57.42, 25.19, 3.98, , , , , 92.2
 60.94, 20.01, 2.64, , , , , 86.4
 62.73, 19.96, , 5.49, , , , 90.9
 57.29, 18.22, , , , , , 87.4
 69.98, 16.96, 4.02, , 1.03, , , 86.5
 70.92, 13.76, 8.16, , 1.05, , , 88.3
 68.73, 18.33, 3.29, , , , , 83.9
 67.32, 16.32, 2.58, , 4.96, 3.02, , 81.7
 67.79, 16.43, 3.9, , 3.0, 3.04, , 83.2
 66.29, 17.67, 3.18, , 2.93, 2.97, , 80.6
 66.9, 19.46, 3.85, , 3.94, 3.0, , 81.9
 65.35, 19.01, 2.51, , 2.89, 1.46, , 82.6
 68.63, 16.63, 3.29, , 3.03, 1.54, , 84.2
 59.39, 16.79, 5.31, 7.39, 4.08, 3.1, , 88.5
 68.09, 15.08, 3.97, , 4.58, 1.55, , 84.0
 68.2, 16.58, 9.83, , 5.14, , , 82.0
 45.17, 25.67, 1.52, , 3.9, , , 80.0
 55.37, 31.48, 12.45, , , , , 100.0
 51.14, 28.98, 19.64, , , , , 105.0
 56.18, 23.87, 9.44, , 4.84, , , 85.0
 57.64, 16.33, 9.68, , 4.96, , , 77.0
 68.33, 20.7, 1.26, , 1.45, , , 80.0
 58.4, 19.3, 9.95, 8.1, 0.14, 0.19, , 93.8
 58.56, 17.42, 9.81, 8.06, 0.11, 0.31, , 98.1
 58.1, 18.3, 9.8, 6.8, 0.14, 0.35, , 97.4
 58.1, 17.7, 9.8, 8.1, 0.14, 0.35, , 96.1
 58.1, 18.3, 9.8, 8.1, 0.14, 0.35, , 96.8
 58.6, 19.6, 9.9, 8.7, 0.15, 0.19, , 94.2
 58.3, 17.9, 9.9, 8.3, 0.13, 0.26, , 95.6
 58.6, 18.1, 9.4, 7.5, 0.14, 0.4, , 98.4
 57.8, 19.1, 9.5, 7.8, 0.2, 0.23, , 98.5
 57.8, 19.1, 9.5, 7.8, 0.2, 0.23, , 97.0
 57.8, 19.1, 9.5, 7.8, 0.2, 0.23, , 96.0
 57.7, 19.05, 9.05, 8.6, 0.2, 0.23, , 96.6
 58.9, 15.9, 9.95, 9.3, 0.17, 0.26, , 96.0
 58.1, 19.5, 9.95, 8.3, 0.13, 0.21, , 94.6
 58.1, 19.05, 9.95, 7.85, 0.23, 0.33, , 95.5
 57.8, 19.3, 9.7, 7.6, 0.21, 0.46, , 96.9
 58.5, 17.5, 9.8, 8.1, 0.11, 0.31, , 99.4
 58.2, 18.0, 9.8, 8.2, 0.13, 0.3, , 97.4
 59.58, 16.95, 9.63, 7.82, 0.21, 0.42, , 95.0
 59.5, 17.16, 10.43, 7.63, 0.21, 0.34, , 94.1
 59.67, 16.64, 10.03, 7.32, 0.21, 0.51, , 95.8
 59.54, 16.74, 9.42, 9.72, 0.23, 0.38, , 93.3
 60.26, 17.04, 9.82, 10.23, 0.21, 0.41, , 90.9
 58.36, 19.25, 10.03, 6.72, 0.19, 0.23, , 97.0
