SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 60.5, 15.5, , 7.7, , , , 72.0
 59.5, 16.0, , 7.7, , , , 72.0
 59.8, 15.9, , 7.2, , , , 70.0
 60.7, 15.3, 0.3, 8.1, , , , 71.0
 60.2, 15.5, , 6.5, , , , 71.0
 61.0, 15.3, , 6.5, , , , 72.0
 60.0, 15.7, 0.3, 8.0, , , , 73.0
 59.8, 15.8, 0.5, 8.0, , , , 71.0
 59.0, 16.1, , 6.6, , , , 73.0
 59.62, 15.2, , 5.3, , , , 70.0
 58.23, 16.2, 0.6, 4.0, , , , 70.0
 58.71, 14.9, 0.5, 4.4, , , , 69.0
 61.61, 15.92, 2.7, 8.41, , , , 78.0
 59.66, 16.51, 0.3, 8.0, , , , 73.0
 60.49, 15.7, 0.3, 8.0, , , , 73.0
 54.4, 12.8, 4.9, 5.2, 3.7, 9.2, , 78.0
 54.7, 13.0, 4.5, 5.1, 3.7, 9.2, , 78.0
 53.6, 12.9, 4.2, 5.0, 3.7, 7.7, , 80.0
 53.06, 12.72, 4.1, 3.7, 3.6, 6.21, , 81.0
 52.9, 11.7, 3.8, 4.9, 3.6, 6.2, , 82.0
 51.2, 13.0, 2.9, 2.4, 3.1, 6.7, , 78.0
 50.94, 14.38, 1.7, 4.0, 3.1, 6.69, , 82.0
 50.3, 16.4, 1.1, 3.5, 2.6, 7.2, , 79.0
 53.64, 12.59, 4.8, 5.19, 3.7, 9.09, , 81.0
 43.9, 16.5, 2.6, 8.9, 2.3, 2.5, , 90.0
 41.75, 9.24, 0.97, 1.36, 3.0, 4.55, , 83.4
 44.84, 9.51, 1.0, 1.39, 3.08, 4.69, , 82.8
 45.61, 8.38, 3.06, 1.42, 0.78, 5.96, , 85.9
 48.1, 9.79, 1.03, 1.44, 3.18, 4.83, , 82.1
 49.71, 7.37, 3.44, 1.47, 1.06, 8.66, , 81.8
 49.15, 7.22, 1.87, 1.44, 0.88, 7.89, , 81.6
 50.17, 6.55, 1.04, 1.44, 1.19, 7.87, , 83.1
 50.69, 6.62, 1.05, 1.46, 3.22, 4.89, , 81.2
 52.3, 5.34, 2.64, , 2.43, 6.16, , 83.4
 54.31, 6.82, 1.08, 1.5, 3.32, 5.04, , 80.6
 60.63, 18.48, 0.74, 4.41, 0.04, , , 85.02
 61.23, 18.19, 0.73, 4.34, 0.04, , , 84.44
 60.17, 18.23, 0.87, 4.08, 0.04, , , 84.92
 55.7, 19.25, 1.44, 3.23, 0.04, , , 88.12
 58.45, 18.91, 0.99, 4.04, 0.05, , , 84.92
 60.31, 18.88, 0.75, 4.5, 0.04, , , 85.22
 56.7, 18.96, 1.2, 3.6, 0.04, , , 85.97
 58.68, 19.19, 1.74, 3.59, 0.05, , , 87.5
 57.3, 13.0, 2.0, 2.0, 14.5, 4.9, , 75.0
 68.64, 13.33, , , 8.16, 5.37, , 73.0
 66.62, 12.93, , , 7.96, 5.18, , 75.0
 69.64, 12.93, , , 7.96, 2.98, , 76.0
 71.62, 12.93, , , 7.96, 2.98, , 75.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 62.56, , , 5.82, 7.47, 5.62, , 88.6
 65.78, , , 3.0, 5.98, 6.06, , 88.5
 62.94, , , 4.83, 9.18, 5.56, , 86.8
 64.06, , , 4.45, 9.27, 4.16, , 88.1
 64.74, , , 3.68, 7.46, 5.61, , 87.8
 62.85, , , 5.85, 8.25, 5.55, , 87.1
 63.02, , , 6.81, 7.52, 5.0, , 88.3
 59.62, 15.2, , 5.3, , , , 70.0
 58.23, 16.2, 0.6, 4.0, , , , 70.0
 58.71, 14.9, 0.5, 4.4, , , , 69.0
 61.55, 15.9, 2.7, 8.4, , , , 78.0
 59.63, 16.5, 0.3, 8.0, , , , 73.0
 60.49, 15.7, 0.3, 8.0, , , , 73.0
 30.58, 5.07, , , , , , 80.0
 22.8, 6.02, , , , , , 83.0
 18.31, 7.86, , , , , , 86.0
 16.0, 9.14, , , , , , 86.0
 11.77, 9.86, , , , , , 87.0
 16.41, 13.79, , , , , , 87.0
 12.85, 13.58, , , , , , 89.0
 7.59, 15.67, , , , , , 93.0
 0.04, 18.2, , , , , , 96.0
 6.67, 20.34, , , , , , 94.0
 0.04, 20.37, , , , , , 98.0
 , , , , , 2.82, , 48.76
 , , , , , 5.88, , 41.95
 , , , , , 9.21, , 36.65
 , , , , , 12.86, , 32.62
 2.69, 3.19, , 4.1, *, , , 70.0
 2.05, 2.44, , 3.13, *, , , 68.6
 1.48, 1.75, , 2.25, *, , , 63.8
 0.94, 1.12, , 1.44, *, , , 57.8
 0.45, 0.54, , 0.69, *, , , 53.6
 2.6, 3.09, , 3.97, *, , , 63.17
 1.99, 2.37, , 3.04, *, , , 62.59
 1.43, 1.7, , 2.18, *, , , 61.44
 0.92, 1.09, , 1.4, *, , , 61.2
 0.44, 0.52, , 0.67, *, , , 60.8
 75.1, 7.0, 0.8, , , 2.0, , 100.0
 74.5, 7.0, 0.8, , , 2.0, , 100.0
 74.0, 7.0, , 0.8, , 2.0, , 98.0
 70.3, 6.5, 0.8, , , 1.5, , 96.0
 69.7, 6.5, 0.8, , , 1.5, , 96.0
 69.2, 6.5, 0.8, , , 1.5, , 98.0
 66.3, 6.5, 0.8, , , 1.5, , 96.0
 65.7, 6.5, 0.8, , , 1.5, , 98.0
 65.2, 6.5, 0.8, , , 1.5, , 96.0
 66.3, 6.5, 0.8, , , 1.5, , 96.0
 , 16.54, , , 3.77, , , 83.4
 , 14.43, 0.82, , 1.26, , , 84.0
 , 14.39, 1.3, , 0.5, , , 87.3
 , 14.56, 1.32, , 0.51, , , 86.4
 , 14.74, 1.33, , 0.51, , , 84.8
 0.96, 14.25, 1.29, , 0.5, , , 86.0
 2.9, 14.38, 1.3, , 0.5, , , 85.0
 0.48, 14.32, 1.29, , 0.5, , , 86.0
 0.97, 14.42, 1.3, , 0.5, , , 85.0
 , 14.78, 1.34, , , , , 85.0
 57.3, 13.0, 2.0, 2.0, 14.5, 4.9, , 75.0
 57.3, 13.0, 2.0, 2.0, 14.5, 4.9, , 75.0
 59.0, 15.0, , 6.0, , , , 70.0
 63.0, 16.0, , 8.0, , , , 70.0
 58.0, 16.0, 1.0, 4.0, , , , 70.0
 59.0, 15.0, 1.0, 5.0, , , , 68.0
 59.0, 17.0, 3.0, 4.0, , , , 77.0
 70.9, 14.1, , , 4.3, 6.5, , 76.0
 67.8, 13.5, , , 4.1, 12.5, , 71.0
 67.9, 13.5, , , 12.3, 6.2, , 69.0
 66.47, 13.21, , , 8.01, 12.21, , 67.0
 56.9, 13.0, 2.0, 2.0, 15.0, 5.0, , 75.0
 62.56, , , 5.82, 7.47, 5.62, , 88.6
 65.78, , , 3.0, 5.98, 6.06, , 88.5
 62.94, , , 4.83, 9.18, 5.56, , 86.8
 64.06, , , 4.45, 9.27, 4.16, , 88.1
 64.74, , , 3.68, 7.46, 5.61, , 87.8
 62.85, , , 5.85, 8.25, 5.55, , 87.1
 63.02, , , 6.81, 7.52, 5.0, , 88.3
 53.02, 14.82, , 7.18, , , , 59.0
 54.38, 13.93, , 6.84, , , , 58.0
 53.89, 13.96, , 6.08, , , , 56.0
 54.17, 14.26, , 6.85, , , , 58.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 4.19, 0.96, 0.51, 17.31, 0.9, , , 61.0
 3.69, 0.72, 0.57, 17.42, 0.85, , , 61.4
 3.65, 0.72, 4.13, 17.02, 0.8, , , 61.2
 3.64, 0.71, 8.11, 14.7, 0.44, , , 64.0
 2.29, 0.71, 8.14, 15.78, 0.48, , , 75.3
 68.6, 13.3, , , 8.2, 5.4, , 73.0
 66.6, 12.9, , , 8.0, 5.2, , 75.0
 69.6, 12.9, , , 8.0, 3.0, , 76.0
 71.6, 12.9, , , 8.0, 3.0, , 75.0
 55.5, 7.0, 2.0, 2.0, 4.0, 7.0, , 77.0
 69.3, 13.8, , , 8.4, 6.4, , 73.0
 72.5, 14.4, , , 8.8, , , 77.0
 70.9, 14.1, , , 4.3, 6.5, , 76.0
 70.8, 14.1, , , 12.9, , , 74.0
 67.8, 13.5, , , 4.1, 12.5, , 70.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 62.1, 17.4, 10.0, 5.1, , , , 88.0
 61.1, 17.9, 9.0, 5.6, , , , 87.0
 62.1, 18.4, 11.0, 5.1, , , , 91.0
 61.1, 17.9, 9.0, 5.6, , , , 87.0
 63.0, 15.9, 8.1, 5.6, , , , 85.0
 65.5, 16.4, 8.5, 2.0, , , , 85.0
 62.0, 16.4, 9.0, 4.5, , , , 85.0
 65.4, 16.4, 8.5, 7.0, , , , 88.0
 61.0, 18.0, 5.8, 8.1, , , , 82.8
 68.64, 13.33, , , 8.16, 5.37, , 73.0
 66.62, 12.93, , , 7.96, 5.18, , 75.0
 69.64, 12.93, , , 7.96, 2.98, , 76.0
 71.62, 12.93, , , 7.96, 2.98, , 75.0
 71.9, 9.4, 3.9, , 7.2, 5.4, , 74.0
 70.5, 9.2, 1.9, , 7.0, 5.3, , 74.0
 70.8, 9.3, 1.9, , 7.1, 5.4, , 75.0
 70.2, 9.2, 1.3, , 7.0, 5.3, , 75.0
 64.7, 13.7, 3.8, , 8.4, 5.5, , 77.0
 62.9, 13.6, 3.8, , 8.3, 5.5, , 77.0
 63.8, 13.7, 3.8, , 8.4, 5.5, , 77.0
 62.1, 13.6, 3.8, , 8.3, 5.5, , 78.0
 62.56, , , 5.82, 7.47, 5.62, , 88.6
 65.78, , , 3.0, 5.98, 6.06, , 88.5
 62.94, , , 4.83, 9.18, 5.56, , 86.8
 64.06, , , 4.45, 9.27, 4.16, , 88.1
 64.74, , , 3.68, 7.46, 5.61, , 87.8
 62.85, , , 5.85, 8.25, 5.55, , 87.1
 63.02, , , 6.81, 7.52, 5.0, , 88.3
 41.09, 15.49, 6.13, 4.26, 4.71, 7.16, , 68.82
 46.47, 15.77, 6.24, 8.67, 4.79, 7.29, , 76.62
 48.91, 16.6, 6.56, 9.13, 5.04, , , 88.53
 47.19, 19.21, 5.06, 17.61, , , , 86.1
 44.68, 18.2, 4.8, , 4.61, 7.0, , 61.54
 45.2, 13.9, , , 4.27, 12.85, , 53.42
 54.2, 15.33, 3.03, , 4.66, 7.08, , 61.15
 53.03, 15.0, , , 4.56, 6.93, , 52.0
 62.28, 11.38, 0.64, 0.89, 10.38, 3.76, , 82.25
 63.43, 4.14, 6.55, , 12.58, 7.65, , 73.65
 62.42, 8.15, 6.44, , 9.9, 7.53, , 72.1
 61.64, 8.05, 3.18, 4.43, 9.78, 7.43, , 74.95
 64.59, 8.43, 3.33, 4.64, 3.07, 6.23, , 82.1
 63.9, 8.34, 3.3, 4.59, 1.01, 9.25, , 79.04
 61.95, 8.09, 3.2, 4.45, 10.81, 5.98, , 75.27
 71.56, 7.0, 6.1, 10.41, 4.6, 0.2, , 32.8
 70.17, 6.1, 5.0, 12.81, 5.6, 0.2, , 31.9
 70.57, 6.31, 4.9, 14.01, 3.9, 0.2, , 32.2
 64.39, 9.61, 3.51, 17.23, 4.81, 0.3, , 33.3
 65.12, 9.02, 3.51, 16.53, 3.11, 2.71, , 32.1
 65.06, 9.12, 3.31, 16.74, 3.31, 2.31, , 32.2
 64.37, 9.01, 3.8, 16.52, 3.0, 3.1, , 32.1
 64.33, 8.12, 3.61, 16.93, 3.81, 2.3, , 31.8
 64.99, 9.42, 3.41, 16.83, 4.91, 0.3, , 32.3
 47.5, 21.0, 3.6, 6.5, 13.9, 6.9, 0.2, 79.5
 47.0, 24.1, 4.7, 9.0, 12.5, 2.1, 0.2, 84.0
 47.7, 24.1, 3.0, 8.2, 11.5, 5.0, 0.1, 80.2
 48.1, 23.9, 2.2, 7.4, 13.7, 4.2, 0.1, 80.1
 *, , , , , *, , 64.0
 *, *, , , , , , 70.0
 *, , , , , *, , 77.0
 *, *, , , , , , 81.0
 38.79, 12.54, , , , , , 117.1
 33.17, 12.7, , , , , , 129.8
 27.76, 12.87, , , , , , 141.7
 52.0, 22.7, 0.9, 0.9, , , , 92.0
 50.0, 22.5, 1.0, 1.0, , , , 91.0
 58.0, 20.0, 2.0, 1.0, 0.2, 0.2, , 95.0
 62.0, 15.0, 1.0, 1.0, , , , 98.0
 54.8, 28.0, 0.5, 0.5, , , , 92.0
 53.25, 24.75, 0.5, 0.5, , , , 92.0
 47.8, 23.0, 1.0, 0.5, , , , 92.0
 51.6, 25.0, 1.0, , , , , 96.0
 54.0, 21.0, 0.9, 0.9, , , , 93.0
 51.5, 22.0, 0.9, 0.9, , , , 92.0
 27.5, , , , 9.0, 2.0, , 101.0
 24.0, , , , 2.0, 11.0, , 94.0
 29.0, , , , , 6.0, , 101.0
 26.0, , , , 5.0, 9.0, , 95.0
 30.0, , , , , 6.0, , 102.0
 34.0, , , , 1.0, 3.0, , 101.0
 24.0, , , , 1.0, 10.5, , 96.0
 27.0, , , , 2.5, 7.5, , 98.0
 28.5, , , , 1.2, 7.0, , 100.0
 26.0, , , , , 10.0, , 95.0
 57.23, 12.99, 2.0, 2.0, 14.48, 4.89, , 75.0
 57.3, 13.0, 2.0, 2.0, 14.5, 4.9, , 75.0
 46.5, 9.1, 3.6, 3.4, 3.4, 7.3, , 90.0
 49.9, 9.1, 3.4, 0.2, 3.4, 7.3, , 87.0
 60.03, 5.09, 3.9, 5.69, 4.1, 2.0, , 90.0
 65.02, 5.08, 3.9, 3.7, 4.1, 2.0, , 87.0
 68.02, 3.1, 3.89, 3.7, 4.09, 2.0, , 85.0
 55.98, 5.59, 4.29, 6.29, 4.49, 2.3, , 93.0
 58.48, 4.09, 4.29, 6.29, 4.49, 2.3, , 92.0
 59.13, 7.28, 4.4, 4.4, 3.8, 1.9, , 88.0
 59.13, 7.28, 4.4, 4.4, 3.8, 1.9, , 90.0
 59.13, 9.28, 4.4, 4.4, 3.8, 1.9, , 89.0
 30.6, , , 4.5, 3.4, 0.1, , 80.0
 59.6, 8.0, 1.5, 1.0, 4.0, 2.0, , 89.3
 59.6, 8.0, 3.5, 1.0, 4.0, 2.0, , 89.6
 59.6, 8.0, 1.5, 1.0, 6.0, 2.0, , 88.9
 59.6, 8.0, 1.5, 1.0, 4.0, 2.0, , 89.0
 60.1, 8.0, 3.5, , 8.0, 1.0, , 87.9
 61.6, 9.0, 1.5, 1.0, 6.0, 1.0, , 86.1
 60.6, 9.0, 2.0, 2.0, 6.0, 1.0, , 86.1
 61.6, 8.0, 2.0, 1.0, 6.0, 1.0, , 86.5
 64.6, 6.0, 3.0, , 6.0, , , 86.8
 63.6, 6.0, 3.0, , 5.0, , , 87.9
 55.8, 22.0, , 8.8, , , , 75.0
 55.5, 21.3, , 8.8, , , , 74.0
 55.3, 20.5, , 8.8, , , , 72.0
 64.3, 16.0, , 7.5, , , , 70.0
 61.9, 18.0, , 8.0, , , , 72.0
 59.8, 18.0, , 9.0, , , , 72.0
 61.8, 17.0, , 9.0, , , , 72.0
 57.9, 19.0, , 9.0, , , , 72.0
 59.8, 17.0, , 8.0, , , , 73.0
 63.7, 16.0, , 8.0, , , , 70.0
 59.2, 15.0, , 6.0, , , , 70.0
 62.8, 17.0, 1.0, 8.0, , , , 73.0
 64.0, 16.0, , 7.0, , , , 70.0
 60.0, 17.0, 3.0, 4.0, , , , 77.0
 60.7, 16.0, 1.0, 6.0, , , , 71.0
 61.0, 15.0, 1.0, 5.0, , , , 69.0
 51.0, 10.0, , , , , , 65.0
 62.0, 17.0, 3.0, 5.0, , , , 75.0
 59.6, 15.5, , 8.0, , , , 67.0
 62.4, 14.5, , 8.0, , , , 67.0
 62.9, 14.5, , 8.5, , , , 69.0
 62.4, 14.5, 1.0, 7.0, , , , 68.0
 59.0, 16.5, , 7.0, , , , 67.0
 60.7, 18.0, , 8.0, , , , 71.0
 60.7, 13.0, , 8.3, , , , 64.0
 59.3, 15.5, , 8.5, , , , 65.0
 57.08, 16.0, 0.3, 7.8, , , , 75.0
 57.08, 16.0, 0.3, 7.8, , , , 74.0
 57.09, 16.0, 0.3, 6.8, , , , 72.0
 56.89, 16.0, 0.3, 7.0, , , , 73.0
 57.89, 16.0, 0.3, 8.0, , , , 72.0
 58.49, 15.5, , 5.5, , , , 71.0
 59.92, 15.5, 0.2, 8.0, , , , 73.0
 64.74, 9.15, 5.26, , 4.05, 7.07, , 83.5
 63.84, 9.03, 5.19, , 3.99, 6.97, , 85.7
 65.44, 9.25, 5.32, , 4.09, 7.15, , 83.6
 64.29, 9.09, 5.23, , 4.02, 7.02, , 84.2
 63.07, 10.7, 5.21, , 5.0, 7.0, , 83.3
 59.39, 14.17, 4.05, 3.03, 4.31, 8.73, , 81.1
 59.57, 14.21, 4.06, 4.78, 3.36, 7.3, , 82.6
 58.65, 13.99, 4.0, 4.28, 0.95, 11.5, , 80.4
 59.96, 14.31, 4.4, 4.81, 3.87, 5.88, , 83.9
 59.23, 14.13, 4.35, 2.59, 4.3, 6.53, , 83.0
 60.35, 12.21, 4.7, 3.49, 8.48, 1.91, , 81.3
 62.89, 12.43, 4.79, 3.55, 9.82, 0.75, , 81.9
 62.48, 12.91, 4.79, 3.55, 9.81, 0.6, , 82.4
 63.02, 12.93, 4.79, 3.55, 9.82, 0.75, , 81.9
 63.33, 12.89, 4.78, 3.55, 9.79, 1.34, , 81.5
 58.7, 15.3, , 5.5, , , , 69.0
 64.3, 14.3, , 6.9, , , , 67.0
 62.3, 13.8, , 5.9, , , , 63.0
 58.7, 15.3, , 5.5, , , , 69.0
 62.79, 16.0, 1.0, 7.5, , , , 72.0
 62.99, 15.0, 0.5, 6.0, , , , 70.0
 60.49, 16.5, , 8.0, , , , 73.0
 63.98, 16.0, 2.0, 4.0, , , , 80.0
 60.68, 15.0, 0.5, 7.5, , , , 66.0
 55.68, 13.0, , 6.0, , , , 75.0
 55.47, 15.5, , 8.0, , , , 77.0
 61.87, 15.0, 0.5, 6.0, , 0.1, , 69.0
 41.75, 9.24, 0.97, 1.36, 3.0, 4.55, , 83.4
 44.84, 9.51, 1.0, 1.39, 3.08, 4.69, , 82.8
 45.61, 8.38, 3.06, 1.42, 0.78, 5.96, , 85.9
 48.1, 9.79, 1.03, 1.44, 3.18, 4.83, , 82.1
 49.71, 7.37, 3.44, 1.47, 1.06, 8.66, , 81.8
 49.15, 7.22, 1.87, 1.44, 0.88, 7.89, , 81.6
 50.17, 6.55, 1.04, 1.44, 1.19, 7.87, , 83.1
 50.69, 6.62, 1.05, 1.46, 3.22, 4.89, , 81.2
 52.3, 5.34, 2.64, , 2.43, 6.16, , 83.4
 54.31, 6.82, 1.08, 1.5, 3.32, 5.04, , 80.6
 58.85, 17.29, 4.97, 6.05, , , , 81.0
 59.15, 17.89, 4.31, 5.14, , , , 79.0
 58.48, 16.54, 4.98, 6.06, , , , 80.0
 58.77, 18.2, 4.96, 6.04, , , , 80.0
 59.5, 17.35, 4.99, 6.07, , , , 80.0
 59.49, 17.16, 4.36, 6.93, , , , 80.0
 59.51, 17.04, 4.68, 6.68, , , , 80.0
 59.47, 16.98, 4.66, 6.05, , , , 80.0
 59.34, 16.95, 4.65, 6.04, , , 0.001232, 80.0
 58.84, 16.8, 4.61, 5.99, , , , 80.0
 61.64, 10.49, 3.2, 7.69, 9.79, 6.39, , 75.0
 60.8, 10.3, 1.9, 7.6, 9.6, 5.8, , 77.0
 62.3, 10.5, 3.2, 8.2, 9.8, 6.0, , 76.0
 62.13, 14.09, 3.3, 6.09, 14.09, , , 76.0
 63.43, 10.39, 2.0, 7.49, 9.69, 1.9, , 77.0
 65.3, 10.6, 3.2, 6.0, 13.9, , , 76.0
 65.3, 10.6, 3.2, 6.0, 13.9, , , 76.0
 64.3, 10.5, 3.2, 5.9, 9.8, 2.2, , 77.0
 64.67, 10.52, 4.5, 4.2, 9.81, 2.2, , 77.0
 61.1, 10.3, 3.1, 5.9, 9.7, 5.9, , 75.0
 54.4, 12.8, 4.9, 5.2, 3.7, 9.2, , 78.0
 54.7, 13.0, 4.5, 5.1, 3.7, 9.2, , 78.0
 53.6, 12.9, 4.2, 5.0, 3.7, 7.7, , 80.0
 53.06, 12.72, 4.1, 3.7, 3.6, 6.21, , 81.0
 52.9, 11.7, 3.8, 4.9, 3.6, 6.2, , 82.0
 51.2, 13.0, 2.9, 2.4, 3.1, 6.7, , 78.0
 50.94, 14.38, 1.7, 4.0, 3.1, 6.69, , 82.0
 50.3, 16.4, 1.1, 3.5, 2.6, 7.2, , 79.0
 53.64, 12.59, 4.8, 5.19, 3.7, 9.09, , 81.0
 43.9, 16.5, 2.6, 8.9, 2.3, 2.5, , 90.0
 59.04, 17.14, 1.74, 4.46, , , , 78.1
 58.86, 17.4, 3.21, 4.46, , , , 80.0
 55.32, 17.21, 4.33, 9.03, , , , 82.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 47.5, 21.0, 3.6, 6.5, 13.9, 6.9, , 79.5
 47.0, 24.1, 4.7, 9.0, 12.5, 2.1, , 84.0
 47.7, 24.1, 3.0, 8.2, 11.5, 5.0, , 80.2
 48.1, 23.9, 2.2, 7.4, 13.7, 4.2, , 80.1
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 59.6, 8.0, 1.5, 1.0, 4.0, 2.0, , 89.3
 59.6, 8.0, 3.5, 1.0, 4.0, 2.0, , 89.6
 59.6, 8.0, 1.5, 1.0, 6.0, 2.0, , 88.9
 59.6, 8.0, 1.5, 1.0, 4.0, 2.0, , 89.0
 60.1, 8.0, 3.5, , 8.0, 1.0, , 87.9
 61.6, 9.0, 1.5, 1.0, 6.0, 1.0, , 86.1
 60.6, 9.0, 2.0, 2.0, 6.0, 1.0, , 86.1
 61.6, 8.0, 2.0, 1.0, 6.0, 1.0, , 86.5
 64.6, 6.0, 3.0, , 6.0, , , 86.8
 63.6, 6.0, 3.0, , 5.0, , , 87.9
 64.74, 9.15, 5.26, , 4.05, 7.07, , 83.5
 63.84, 9.03, 5.19, , 3.99, 6.97, , 85.7
 65.44, 9.25, 5.32, , 4.09, 7.15, , 83.6
 64.29, 9.09, 5.23, , 4.02, 7.02, , 84.2
 63.07, 10.7, 5.21, , 5.0, 7.0, , 83.3
 61.68, 12.26, 5.17, , 4.97, 6.95, , 83.8
 63.33, 8.95, 5.15, , 6.83, 6.92, , 81.7
 63.03, 8.91, 5.13, , 3.94, 9.73, , 82.2
 63.42, 8.96, 5.16, , 7.93, 5.88, , 81.9
 66.1, 9.07, 5.22, , 3.51, 6.25, , 84.3
 67.1, 1.2, 10.2, 1.4, 4.1, 12.5, , 73.0
 65.1, 0.9, 10.4, 1.9, 3.1, 10.9, , 77.0
 66.9, 1.2, 11.1, 0.2, 4.1, 13.6, , 72.0
 65.5, 1.3, 10.9, 2.8, 2.9, 12.4, , 75.0
 64.4, 1.3, 10.7, 2.7, 4.6, 10.4, , 76.0
 65.6, 1.7, 9.8, 2.3, 3.8, 6.5, , 78.0
 67.5, 1.2, 10.2, 2.1, 3.6, 11.2, , 76.0
 65.8, 1.7, 9.8, 2.3, 4.3, 7.3, , 78.0
 64.3, 2.2, 10.1, 2.8, 5.7, 8.8, , 77.0
 65.3, 1.7, 10.5, 3.2, 3.0, 11.5, , 76.0
 63.62, 15.9, , 6.96, 0.00497, 9.94E-4, , 71.0
 63.74, 15.93, , 6.97, 0.02, 0.00498, , 71.0
 63.86, 15.96, , 6.99, 0.05, 0.009979, , 71.0
 63.91, 15.98, , 6.99, 0.06, 0.009987, , 71.0
 63.41, 15.86, , 6.94, 0.005946, 9.91E-4, , 71.0
 63.62, 15.9, , 6.96, 0.02, 0.00497, , 71.0
 63.65, 15.91, , 6.96, 0.05, 0.009944, , 71.0
 63.67, 15.92, , 6.96, 0.05, 0.009949, , 71.0
 60.44, 17.67, , , 5.9, 1.6, , 66.4
 60.04, 16.87, 0.46, 0.27, 7.26, 2.52, , 71.8
 59.63, 16.1, 0.91, 0.56, 8.6, 3.44, , 74.7
 59.26, 15.32, 1.37, 0.83, 9.93, 4.36, , 76.1
 58.84, 14.54, 1.82, 1.11, 11.26, 5.28, , 75.2
 58.45, 13.75, 2.27, 1.38, 12.6, 6.19, , 74.8
 67.1, 1.2, 10.2, 1.4, 4.1, 12.5, , 73.0
 65.1, 0.9, 10.4, 1.9, 3.1, 10.9, , 77.0
 66.9, 1.2, 11.1, 0.2, 4.1, 13.6, , 72.0
 65.5, 1.3, 10.9, 2.8, 2.9, 12.4, , 75.0
 64.4, 1.3, 10.7, 2.7, 4.6, 10.4, , 76.0
 65.6, 1.7, 9.8, 2.3, 3.8, 6.5, , 78.0
 67.5, 1.2, 10.2, 2.1, 3.6, 11.2, , 76.0
 65.8, 1.7, 9.8, 2.3, 4.3, 7.3, , 78.0
 64.3, 2.2, 10.1, 2.8, 5.7, 8.8, , 77.0
 65.3, 1.7, 10.5, 3.2, 3.0, 11.5, , 76.0
 47.6, 18.0, 10.0, , , , , 105.0
 43.6, 18.0, 12.0, , , , , 108.0
 43.6, 18.0, 11.0, , 2.0, , , 105.0
 45.6, 18.0, 10.0, , , , , 105.0
 45.6, 18.0, 10.0, , , , , 106.0
 50.6, 18.0, 8.0, , 2.0, , , 103.0
 49.6, 18.0, 8.0, , 4.0, , , 103.0
 51.6, 18.0, 5.0, 1.5, , , , 101.0
 51.6, 14.0, 8.0, , , , , 105.0
 55.6, 14.0, 8.0, , , , , 100.0
 , , , , , 23.41, , 72.13
 15.0, 10.0, 5.0, 40.0, , , , 112.0
 14.01, 9.31, 17.92, 26.13, , , , 113.0
 64.11, 7.87, 6.92, , 4.79, 11.28, , 72.0
 63.07, 10.7, 5.21, , 5.0, 7.0, , 83.0
 62.64, 13.18, 3.26, , 6.01, 4.57, , 85.0
 64.17, 14.02, , , 11.03, , , 83.0
 63.07, 16.59, 3.28, , 6.05, 4.6, , 83.0
 60.9, 19.22, , , 5.36, 5.03, , 83.0
 65.24, 9.22, 5.31, 1.85, 4.08, 7.13, , 82.0
 58.85, 20.91, 1.91, , 6.65, 4.46, , 83.0
 63.93, 14.04, , , 10.94, , , 84.0
 63.9, 14.03, , , 10.94, , , 84.0
 63.81, 14.02, , , 10.93, , , 84.0
 63.63, 13.98, , , 10.9, , , 84.0
 63.55, 13.97, , , 10.89, , , 84.0
 64.0, 14.05, , , 10.95, , , 84.0
 61.62, 17.06, , , , 13.71, , 76.0
 50.42, 22.16, 0.12, , 3.59, 13.65, , 79.0
 54.26, 12.64, 4.87, , 3.36, 14.63, , 81.0
 54.23, 18.56, 5.01, , 3.09, 14.65, , 79.0
 63.76, 13.99, , , 10.99, , , 84.0
 63.62, 13.9, , , 10.9, , , 84.0
 64.0, 14.0, , , 11.0, , , 84.0
 69.8, 13.5, 5.5, , , 8.0, , 80.0
 69.9, 10.0, 6.0, , 1.0, 8.0, , 81.0
 69.63, 13.09, 5.99, , 0.3, 7.99, , 80.0
 63.96, 24.09, , , 1.6, 8.0, , 77.0
 67.77, 9.91, 4.8, , , 6.31, , 85.0
 65.87, 17.72, 5.41, , , 3.8, , 86.0
