,SiO2,MgO,Na2O,Al2O3,CaO,Density
1031,67.06,0.0,17.83,15.11,0.0,2441.0
1032,66.91,0.0,17.17,15.92,0.0,2438.0
1033,66.98,0.0,16.43,16.59,0.0,2433.0
1034,66.97,0.0,16.31,16.72,0.0,2432.0
1035,67.24,0.0,15.74,17.01,0.0,2429.0
1036,66.93,0.0,15.57,17.5,0.0,2425.0
1037,66.91,0.0,15.19,17.9,0.0,2423.0
1038,67.01,0.0,14.64,18.35,0.0,2426.0
1039,67.05,0.0,13.91,19.04,0.0,2429.0
1040,66.63,0.0,16.68,16.68,0.0,2421.0
1041,63.64,0.0,18.18,18.18,0.0,2440.0
1042,66.66,0.0,16.67,16.67,0.0,2420.0
1043,66.7,0.0,19.0,14.3,0.0,2420.0
1044,61.9,0.0,18.7,19.4,0.0,2450.0
1045,67.24,0.0,16.26,16.5,0.0,2430.0
1046,66.36,0.0,19.75,13.89,0.0,2439.0
1047,67.0,8.0,13.0,12.0,0.0,2430.0
1048,65.45,5.12,14.96,14.47,0.0,2446.0
1049,65.0,5.0,15.0,15.0,0.0,2440.0
1050,66.66,0.0,16.67,16.67,0.0,2450.0
1051,66.0,8.0,15.0,11.0,0.0,2450.0
1052,68.0,10.0,11.0,11.0,0.0,2440.0
1053,66.0,8.0,13.0,13.0,0.0,2450.0
1054,66.0,8.0,14.0,12.0,0.0,2450.0
1055,67.4,0.0,16.1,16.5,0.0,2424.0
1056,69.0,0.0,15.0,16.0,0.0,2430.0
